ref id,Predicted,Actual
34079,['Society', 'Shopping', 'Sports', 'Recreation'],['Shopping']
35936,['Society', 'Business', 'Home', 'Shopping'],['Society']
1925,['Computers', 'Health', 'Recreation', 'Adult'],['Adult']
1935,['Recreation', 'Games', 'Arts', 'Computers'],['Adult']
35952,['Society', 'Science', 'Shopping', 'Business'],['Society']
35954,['Society', 'Business', 'Arts', 'Reference'],['Society']
1942,['Adult', 'Computers', 'Business', 'Arts'],['Adult']
35958,['Society', 'Reference', 'Arts', 'Business'],['Society']
35964,['Society', 'Business', 'Recreation', 'Reference'],['Society']
35972,['Society', 'Business', 'Shopping', 'Sports'],['Society']
35975,['Society', 'Business', 'Computers', 'News'],['Society']
35976,['Society', 'Recreation', 'Arts', 'Shopping'],['Society']
1964,['Shopping', 'Adult', 'Recreation', 'Sports'],['Adult']
1970,['Adult', 'Computers', 'Business', 'Recreation'],['Adult']
1972,['Adult', 'Business', 'Recreation', 'Home'],['Adult']
35993,['Society', 'Business', 'Computers', 'Shopping'],['Society']
1979,['Adult', 'Business', 'Recreation', 'Home'],['Adult']
36002,['Business', 'Society', 'Shopping', 'Computers'],['Society']
2001,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
2002,['Adult', 'Recreation', 'Business', 'Shopping'],['Adult']
2003,['Shopping', 'Computers', 'Business', 'Home'],['Adult']
36029,['Society', 'Health', 'Shopping', 'Business'],['Society']
2027,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
2028,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
36042,['Society', 'Business', 'Science', 'Recreation'],['Society']
2039,['Adult', 'Recreation', 'Society', 'Business'],['Adult']
36054,['Society', 'Computers', 'Business', 'Arts'],['Society']
36061,['Society', 'Health', 'Business', 'Home'],['Society']
36074,['Society', 'Shopping', 'Sports', 'Recreation'],['Society']
2062,['Recreation', 'Society', 'Home', 'Business'],['Recreation']
2063,['Recreation', 'Business', 'Arts', 'Games'],['Recreation']
2069,['Recreation', 'Business', 'Health', 'Science'],['Recreation']
36087,['Shopping', 'Society', 'Arts', 'Business'],['Society']
2074,['Recreation', 'Business', 'Sports', 'Health'],['Recreation']
36096,['Society', 'Health', 'Science', 'Arts'],['Society']
2092,['Business', 'Computers', 'Arts', 'Recreation'],['Adult']
36108,['Society', 'Shopping', 'Business', 'Sports'],['Society']
36114,['Society', 'Shopping', 'Recreation', 'Business'],['Society']
36115,['Health', 'Society', 'Business', 'Arts'],['Society']
36116,['Health', 'Society', 'Shopping', 'Business'],['Society']
36121,['Society', 'Health', 'Shopping', 'Sports'],['Society']
2108,['Adult', 'Arts', 'Recreation', 'Games'],['Adult']
36122,['Computers', 'Business', 'Shopping', 'Society'],['Society']
2126,['Adult', 'Recreation', 'Computers', 'Shopping'],['Adult']
2127,['Adult', 'Recreation', 'Business', 'Reference'],['Adult']
36144,['Society', 'Sports', 'Arts', 'Shopping'],['Society']
36146,['Society', 'Business', 'Arts', 'Sports'],['Society']
2133,['Adult', 'Business', 'Arts', 'Computers'],['Adult']
36147,['Business', 'Society', 'Shopping', 'Recreation'],['Society']
36152,['Business', 'Society', 'Computers', 'Shopping'],['Society']
36159,['Sports', 'Society', 'Health', 'Recreation'],['Society']
36162,['Shopping', 'Business', 'Society', 'Science'],['Society']
36164,['Society', 'Sports', 'Business', 'Shopping'],['Society']
36165,['Society', 'Shopping', 'Business', 'Recreation'],['Society']
36167,['Society', 'Home', 'Health', 'Arts'],['Society']
2155,['Adult', 'Recreation', 'Sports', 'Shopping'],['Adult']
36174,['Society', 'Shopping', 'Recreation', 'Business'],['Society']
2164,['Adult', 'Business', 'Recreation', 'Computers'],['Adult']
2171,['Adult', 'Business', 'Computers', 'Recreation'],['Adult']
36190,['Society', 'Business', 'Shopping', 'Health'],['Society']
2182,['Adult', 'Recreation', 'Business', 'Science'],['Adult']
2184,['Recreation', 'Business', 'Society', 'Computers'],['Adult']
36211,['Society', 'Shopping', 'Home', 'Recreation'],['Society']
36220,['Recreation', 'Shopping', 'Society', 'Business'],['Society']
2211,['Computers', 'Adult', 'Business', 'Games'],['Adult']
2212,['Adult', 'Arts', 'Games', 'Recreation'],['Adult']
2213,['Computers', 'Shopping', 'Society', 'Business'],['Adult']
2214,['Adult', 'Shopping', 'Recreation', 'Business'],['Adult']
2219,['Adult', 'Recreation', 'Arts', 'Computers'],['Adult']
36238,['Business', 'Society', 'Shopping', 'Computers'],['Society']
36239,['Society', 'Shopping', 'Recreation', 'Reference'],['Society']
36244,['Society', 'Business', 'Shopping', 'Recreation'],['Society']
2234,['Adult', 'Recreation', 'Arts', 'Business'],['Adult']
36252,['Society', 'Business', 'Shopping', 'Recreation'],['Society']
36253,['Health', 'Society', 'Shopping', 'Business'],['Society']
2240,['Adult', 'Recreation', 'Reference', 'Business'],['Adult']
2244,['Adult', 'Recreation', 'Arts', 'Business'],['Adult']
36262,['Society', 'Business', 'Computers', 'Recreation'],['Society']
36274,['Health', 'Recreation', 'Business', 'Society'],['Society']
36277,['Business', 'Shopping', 'Society', 'Sports'],['Society']
2271,['Adult', 'Recreation', 'Business', 'Arts'],['Adult']
2272,['Society', 'Health', 'Arts', 'Shopping'],['Adult']
2273,['Adult', 'Recreation', 'Arts', 'Business'],['Adult']
36299,['Business', 'Society', 'Shopping', 'Sports'],['Society']
2286,['Adult', 'Business', 'Recreation', 'Computers'],['Adult']
2287,['Adult', 'Recreation', 'Business', 'Arts'],['Adult']
2289,['Adult', 'Arts', 'Recreation', 'Business'],['Adult']
2301,['Adult', 'Society', 'Arts', 'Shopping'],['Adult']
36315,['Society', 'Recreation', 'Science', 'Business'],['Society']
36327,['Society', 'Business', 'Shopping', 'Science'],['Society']
2318,['Arts', 'Shopping', 'Business', 'Computers'],['Adult']
2325,['Adult', 'News', 'Recreation', 'Arts'],['Adult']
36349,['Society', 'Business', 'Health', 'Arts'],['Society']
36356,['Society', 'Business', 'Sports', 'Computers'],['Society']
2342,['Adult', 'Recreation', 'Society', 'Arts'],['Adult']
36358,['Business', 'Society', 'Computers', 'Shopping'],['Society']
2358,['Recreation', 'Arts', 'Business', 'Society'],['Adult']
36373,['Society', 'Business', 'Shopping', 'Computers'],['Society']
2360,['Arts', 'Recreation', 'Business', 'News'],['Adult']
36379,['Society', 'Computers', 'Business', 'Shopping'],['Society']
2370,['Recreation', 'Adult', 'Arts', 'Business'],['Adult']
2372,['Computers', 'Adult', 'Recreation', 'Arts'],['Adult']
36388,['Society', 'Shopping', 'Sports', 'Business'],['Society']
36392,['Shopping', 'Society', 'Business', 'Recreation'],['Society']
36397,['Shopping', 'Reference', 'Business', 'Society'],['Society']
2390,['Adult', 'Recreation', 'Business', 'Arts'],['Adult']
36409,['Society', 'Home', 'Recreation', 'Science'],['Society']
2398,['Adult', 'Recreation', 'Business', 'Arts'],['Adult']
36432,['Society', 'Health', 'Sports', 'Home'],['Society']
2417,['Adult', 'Sports', 'Recreation', 'Shopping'],['Adult']
2423,['Adult', 'Recreation', 'Society', 'Business'],['Adult']
36440,['Society', 'Health', 'Recreation', 'Home'],['Society']
36442,['Society', 'Shopping', 'Home', 'Business'],['Society']
36446,['Society', 'Home', 'Recreation', 'Business'],['Society']
36450,['Society', 'Home', 'Recreation', 'Health'],['Society']
36454,['Society', 'Business', 'Arts', 'Reference'],['Society']
36462,['Society', 'Shopping', 'Business', 'Arts'],['Society']
2447,['Adult', 'Society', 'Recreation', 'Business'],['Adult']
36468,['Society', 'Business', 'Sports', 'Science'],['Society']
36471,['Society', 'Adult', 'Business', 'Arts'],['Society']
36477,['Society', 'Shopping', 'Business', 'Recreation'],['Society']
2464,['Adult', 'Recreation', 'Home', 'Business'],['Adult']
36488,['Society', 'Business', 'Shopping', 'Arts'],['Society']
2476,['Adult', 'Recreation', 'Sports', 'Business'],['Adult']
36492,['Society', 'Shopping', 'Recreation', 'Business'],['Society']
36495,['Arts', 'Society', 'Recreation', 'Shopping'],['Society']
2486,['News', 'Arts', 'Adult', 'Recreation'],['Adult']
2490,['Adult', 'Society', 'Shopping', 'Business'],['Adult']
36508,['Society', 'Adult', 'Shopping', 'Arts'],['Society']
36509,['Society', 'Shopping', 'Business', 'Arts'],['Society']
36510,['Society', 'Arts', 'News', 'Business'],['Society']
2495,['Adult', 'Recreation', 'Business', 'Health'],['Adult']
36513,['Society', 'Business', 'Shopping', 'Computers'],['Society']
36518,['Society', 'Business', 'Shopping', 'Arts'],['Society']
2503,['Recreation', 'Adult', 'Business', 'Arts'],['Adult']
36523,['Society', 'Arts', 'Shopping', 'Computers'],['Society']
36524,['Society', 'Shopping', 'Business', 'Recreation'],['Society']
2508,['Adult', 'Shopping', 'Business', 'Society'],['Adult']
36533,['Society', 'Shopping', 'Arts', 'Recreation'],['Society']
36534,['Computers', 'Society', 'Shopping', 'Business'],['Society']
2522,['Adult', 'Recreation', 'Reference', 'News'],['Adult']
2525,['Business', 'Shopping', 'Adult', 'Home'],['Adult']
36544,['Society', 'Home', 'Arts', 'Business'],['Society']
36549,['Shopping', 'Society', 'Arts', 'Business'],['Society']
36552,['Society', 'Shopping', 'Business', 'Recreation'],['Society']
2538,['Adult', 'Society', 'Business', 'Shopping'],['Adult']
36561,['Society', 'Shopping', 'Computers', 'Sports'],['Society']
2549,['Adult', 'Shopping', 'Business', 'Reference'],['Adult']
2552,['Adult', 'Shopping', 'Business', 'Recreation'],['Adult']
2553,['Adult', 'Recreation', 'Business', 'Reference'],['Adult']
36571,['Shopping', 'Business', 'Games', 'Computers'],['Society']
36573,['Society', 'Business', 'Shopping', 'Arts'],['Society']
36580,['Society', 'Sports', 'Recreation', 'Business'],['Society']
36583,['Society', 'Shopping', 'Arts', 'Business'],['Society']
36585,['Society', 'Business', 'Arts', 'Sports'],['Society']
2569,['Shopping', 'Business', 'Recreation', 'Computers'],['Adult']
36589,['Society', 'Business', 'Computers', 'Health'],['Society']
2573,['Arts', 'Shopping', 'Recreation', 'Business'],['Adult']
36604,['Society', 'Shopping', 'Business', 'Arts'],['Society']
36610,['Society', 'Shopping', 'Business', 'Recreation'],['Society']
36615,['Science', 'Society', 'Business', 'Shopping'],['Society']
2599,['Adult', 'Recreation', 'Home', 'Business'],['Adult']
2604,['Adult', 'Recreation', 'Business', 'Arts'],['Adult']
36623,['Society', 'Computers', 'Reference', 'Arts'],['Society']
2608,['Adult', 'Business', 'Shopping', 'Recreation'],['Adult']
2621,['Adult', 'Shopping', 'Business', 'Society'],['Adult']
2622,['Shopping', 'Business', 'Computers', 'Recreation'],['Adult']
2625,['Arts', 'Recreation', 'Business', 'Adult'],['Adult']
36645,['Society', 'Shopping', 'Arts', 'Recreation'],['Society']
2628,['Adult', 'Business', 'Recreation', 'Health'],['Adult']
36648,['Shopping', 'Recreation', 'Society', 'Business'],['Society']
36651,['Society', 'Arts', 'Shopping', 'Business'],['Society']
2634,['Recreation', 'Arts', 'Health', 'Society'],['Adult']
36655,['Business', 'Society', 'Shopping', 'Computers'],['Society']
2640,['Adult', 'Recreation', 'Business', 'Society'],['Adult']
36660,['Shopping', 'Society', 'Recreation', 'Business'],['Society']
2643,['Adult', 'Recreation', 'Health', 'Computers'],['Adult']
36662,['Society', 'Sports', 'Computers', 'Arts'],['Society']
2646,['Adult', 'Recreation', 'Society', 'Business'],['Adult']
2649,['Adult', 'Recreation', 'Arts', 'Home'],['Adult']
2650,['Adult', 'Recreation', 'Business', 'Reference'],['Adult']
36668,['Arts', 'Sports', 'Recreation', 'Computers'],['Society']
2654,['Adult', 'Recreation', 'Arts', 'Business'],['Adult']
36680,['Health', 'Society', 'Home', 'Shopping'],['Society']
36684,['Computers', 'Society', 'Business', 'Arts'],['Society']
36685,['Society', 'Business', 'Reference', 'Recreation'],['Society']
36688,['Society', 'Computers', 'Arts', 'Sports'],['Society']
2670,['Arts', 'Recreation', 'News', 'Health'],['Adult']
2684,['Adult', 'Recreation', 'Business', 'Arts'],['Adult']
36707,['Shopping', 'Business', 'Recreation', 'Society'],['Society']
36711,['Society', 'Computers', 'Business', 'Shopping'],['Society']
36715,['Society', 'Arts', 'Sports', 'News'],['Society']
2699,['Adult', 'Recreation', 'Arts', 'Business'],['Adult']
2700,['Adult', 'Recreation', 'Business', 'Arts'],['Adult']
36726,['Business', 'Computers', 'Arts', 'Society'],['Society']
2711,['Adult', 'Society', 'Recreation', 'Business'],['Adult']
36734,['Society', 'Recreation', 'Sports', 'Arts'],['Society']
2724,['Adult', 'Recreation', 'Arts', 'Business'],['Adult']
36745,['Society', 'Business', 'Shopping', 'Home'],['Society']
2727,['Adult', 'Arts', 'Recreation', 'Science'],['Adult']
2728,['Adult', 'Society', 'Business', 'Recreation'],['Adult']
2730,['Adult', 'Games', 'Recreation', 'Arts'],['Adult']
2734,['Adult', 'Reference', 'Arts', 'Health'],['Adult']
36758,['Society', 'Arts', 'Business', 'Shopping'],['Society']
36764,['Society', 'Health', 'Home', 'Arts'],['Society']
2749,['Games', 'Arts', 'Society', 'Sports'],['Arts']
36769,['Society', 'Business', 'News', 'Science'],['Society']
2752,['Shopping', 'Recreation', 'Business', 'Computers'],['Arts']
2754,['Arts', 'Recreation', 'Business', 'News'],['Arts']
2756,['Arts', 'Business', 'Society', 'News'],['Computers', 'Arts']
36780,['Society', 'Recreation', 'Sports', 'Arts'],['Society']
2762,['Computers', 'Arts', 'Business', 'News'],['Arts']
36784,['Society', 'Shopping', 'Business', 'Health'],['Society']
36786,['Society', 'Sports', 'Business', 'Home'],['Society']
36789,['Society', 'Computers', 'Arts', 'Business'],['Society']
36791,['Society', 'Business', 'Health', 'Shopping'],['Society']
36795,['Society', 'Science', 'Sports', 'Business'],['Society']
2776,['Arts', 'Business', 'Computers', 'Recreation'],['Arts']
2783,['Arts', 'Business', 'Recreation', 'Sports'],['Arts']
2786,['Arts', 'Recreation', 'Business', 'News'],['Arts']
36809,['Society', 'Health', 'Home', 'Business'],['Society']
36810,['Society', 'Recreation', 'Business', 'Shopping'],['Society']
2796,['Arts', 'Business', 'Recreation', 'Sports'],['Arts']
2805,['Arts', 'Business', 'Recreation', 'Sports'],['Arts']
2808,['Arts', 'Computers', 'Business', 'Sports'],['Arts']
36828,['Society', 'Arts', 'Reference', 'Business'],['Society']
36833,['Society', 'Health', 'Business', 'Science'],['Society']
36844,['Society', 'Business', 'Recreation', 'Shopping'],['Society']
36846,['Society', 'Shopping', 'Sports', 'Business'],['Society']
36849,['Society', 'Business', 'Health', 'Science'],['Society']
2832,['Arts', 'Business', 'Recreation', 'Computers'],['Arts']
36865,['Society', 'News', 'Business', 'Shopping'],['Society']
36866,['Society', 'Business', 'Science', 'Sports'],['Society']
2846,['Games', 'Recreation', 'Arts', 'Health'],['Games', 'Arts']
36868,['Society', 'Science', 'Business', 'Recreation'],['Society']
2850,['Computers', 'Science', 'Business', 'Arts'],['Arts']
2852,['Arts', 'Business', 'Sports', 'Recreation'],['Arts']
36878,['Society', 'Health', 'Sports', 'Business'],['Society']
2858,['Arts', 'Computers', 'Recreation', 'Society'],['Arts']
36884,['Society', 'Health', 'Shopping', 'Recreation'],['Society']
36885,['Society', 'Home', 'Sports', 'Business'],['Society']
2867,['Business', 'Recreation', 'Computers', 'Arts'],['Games', 'Arts']
2869,['Games', 'Arts', 'Adult', 'Recreation'],['Arts']
36900,['Society', 'Business', 'Shopping', 'Computers'],['Society']
2891,['Arts', 'Business', 'Computers', 'Recreation'],['Arts']
36915,['Society', 'Arts', 'Computers', 'Shopping'],['Society']
2894,['Health', 'Business', 'Arts', 'Society'],['Business', 'Arts']
2899,['Health', 'Science', 'Computers', 'Arts'],['Arts']
2907,['Business', 'Shopping', 'Society', 'Recreation'],['Arts']
36937,['Society', 'Science', 'Business', 'Computers'],['Society']
2925,['Arts', 'Recreation', 'Business', 'Health'],['Arts']
36949,['Society', 'Arts', 'Science', 'Computers'],['Society']
36952,['Society', 'Computers', 'Sports', 'Reference'],['Society']
2942,['Arts', 'Business', 'Science', 'Reference'],['Arts']
36964,['Society', 'Shopping', 'Business', 'Recreation'],['Society']
36965,['Society', 'Business', 'Shopping', 'Arts'],['Society']
2945,['Arts', 'Business', 'Recreation', 'Science'],['Arts']
36970,['Health', 'Society', 'Business', 'Science'],['Society']
2950,['Reference', 'Arts', 'Computers', 'Recreation'],['Arts']
2951,['Arts', 'Recreation', 'Home', 'Reference'],['Arts']
36972,['Arts', 'Society', 'Reference', 'Science'],['Society']
36976,['Society', 'Sports', 'Computers', 'Home'],['Society']
2962,['Arts', 'Recreation', 'Business', 'Home'],['Arts']
36988,['Society', 'Science', 'Business', 'Arts'],['Society']
2977,['Arts', 'Computers', 'Recreation', 'Business'],['Arts']
37001,['Society', 'Science', 'Reference', 'Shopping'],['Society']
2982,['Arts', 'Reference', 'Home', 'Business'],['Arts']
2985,['Shopping', 'Recreation', 'Business', 'Home'],['Arts']
37008,['Society', 'Shopping', 'Reference', 'Arts'],['Society']
