ref id,Predicted,Actual
44778,['Health', 'Society', 'Business', 'Science'],['Society']
14691,['Society', 'Recreation', 'Arts', 'Sports'],['Society']
50061,['Health', 'Computers', 'Society', 'Shopping'],['Arts']
17054,['Health', 'Business', 'Society', 'Games'],['Health']
47965,['Health', 'Business', 'Society', 'Shopping'],['Health']
45483,['Computers', 'Science', 'Society', 'Sports'],['Science']
30607,['Recreation', 'Computers', 'Science', 'Reference'],['Science']
51047,['Computers', 'Recreation', 'Business', 'Health'],['Health']
4776,['Computers', 'Science', 'Business', 'Games'],['Science']
41717,['Recreation', 'Computers', 'Adult', 'Reference'],['Recreation']
42571,['Sports', 'Computers', 'Arts', 'Society'],['Society']
10003,['Business', 'Science', 'Recreation', 'Sports'],['Business']
46321,['Business', 'Sports', 'Recreation', 'Computers'],['Business']
39601,['Society', 'Health', 'Sports', 'Science'],['Arts']
15087,['Society', 'Shopping', 'Recreation', 'Sports'],['Society']
58003,['Society', 'Sports', 'Shopping', 'Science'],['Health']
3028,['Health', 'Business', 'Reference', 'Sports'],['Health']
15473,['Games', 'Business', 'Science', 'Sports'],['Business']
39267,['Business', 'Recreation', 'Science', 'Reference'],['Business']
11342,['Computers', 'Health', 'Science', 'Recreation'],['Arts']
6028,['Shopping', 'Health', 'Computers', 'Business'],['Health']
50764,['Health', 'Recreation', 'Business', 'Adult'],['Health']
33482,['Business', 'Shopping', 'Science', 'Recreation'],['Business']
8263,['Health', 'Business', 'Sports', 'Society'],['Health']
17479,['Society', 'Health', 'Computers', 'Business'],['Arts']
15779,['Recreation', 'Computers', 'Science', 'Health'],['Science']
43583,['Business', 'Reference', 'Science', 'Recreation'],['Reference']
24908,['Reference', 'Computers', 'Arts', 'Society'],['Science', 'Society']
17598,['Recreation', 'Arts', 'Society', 'Science'],['Reference']
4937,['Society', 'Shopping', 'Computers', 'Arts'],['Society']
15769,['Arts', 'Society', 'Sports', 'Science'],['Society']
8355,['Health', 'Science', 'Reference', 'Arts'],['Health']
31737,['Reference', 'Science', 'Health', 'Business'],['Reference']
37473,['Arts', 'Health', 'Recreation', 'Society'],['Society']
40306,['Business', 'Science', 'Computers', 'Shopping'],['Business']
58670,['Reference', 'Health', 'Business', 'Society'],['Reference']
32524,['Business', 'Science', 'Recreation', 'Health'],['Business']
34860,['Arts', 'Society', 'Shopping', 'Recreation'],['Society']
51186,['Business', 'Health', 'Society', 'Shopping'],['Health']
1296,['Sports', 'Society', 'Arts', 'Recreation'],['Health']
11207,['Society', 'Adult', 'Computers', 'Shopping'],['Society']
12221,['Recreation', 'Computers', 'Shopping', 'Reference'],['Reference']
54760,['Computers', 'Science', 'Business', 'Reference'],['Science']
25223,['Arts', 'Business', 'Sports', 'Science'],['Arts']
27895,['Arts', 'Society', 'Sports', 'Shopping'],['Arts']
44108,['Business', 'Computers', 'Science', 'Sports'],['Science']
34431,['Science', 'Health', 'Games', 'Computers'],['Health']
44746,['Science', 'Reference', 'Computers', 'Games'],['Science']
43467,['Health', 'Science', 'Sports', 'Society'],['Health']
28809,['Health', 'Reference', 'Sports', 'Society'],['Health']
42620,['Recreation', 'Computers', 'Business', 'Shopping'],['Business']
53504,['Society', 'Science', 'Computers', 'Sports'],['Reference']
22481,['Recreation', 'Business', 'Health', 'Games'],['Business']
48557,['Health', 'Recreation', 'Sports', 'Society'],['Health']
6687,['Recreation', 'Computers', 'Arts', 'Games'],['Science']
7711,['Society', 'Health', 'Sports', 'Computers'],['Society']
24923,['Society', 'Recreation', 'Sports', 'Shopping'],['Arts']
57059,['Reference', 'Arts', 'Sports', 'Society'],['Reference']
24379,['Business', 'Society', 'Computers', 'Shopping'],['Business']
27927,['Society', 'Shopping', 'Computers', 'Business'],['Arts']
45262,['Business', 'Computers', 'Science', 'Health'],['Business']
4087,['Business', 'Arts', 'Adult', 'Computers'],['Reference']
17273,['Society', 'Games', 'Sports', 'Shopping'],['Arts']
37423,['Arts', 'Business', 'Sports', 'Society'],['Arts']
22564,['Sports', 'Health', 'Business', 'Society'],['Health']
37826,['Sports', 'Shopping', 'Society', 'Recreation'],['Health']
39919,['Business', 'Reference', 'Recreation', 'Health'],['Business']
59032,['Science', 'Reference', 'Business', 'Arts'],['Science', 'Reference']
33390,['Society', 'Recreation', 'Computers', 'Business'],['Arts', 'Computers']
31018,['Shopping', 'Arts', 'Society', 'Recreation'],['Arts']
11440,['Health', 'Society', 'Science', 'Adult'],['Society']
42781,['Business', 'Recreation', 'Shopping', 'Computers'],['Shopping']
38455,['Business', 'Health', 'Arts', 'Society'],['Business']
16941,['Business', 'Recreation', 'Health', 'Arts'],['Shopping']
2703,['Society', 'Recreation', 'Arts', 'Sports'],['Arts']
13847,['Science', 'Society', 'Arts', 'Reference'],['Health']
10444,['Business', 'Recreation', 'Health', 'Reference'],['Business']
46079,['Society', 'Adult', 'Shopping', 'Recreation'],['Society']
31396,['Arts', 'Society', 'Reference', 'Health'],['Health']
51126,['Reference', 'Health', 'Science', 'Recreation'],['Reference']
2237,['Business', 'Recreation', 'Computers', 'Sports'],['Shopping']
3300,['Health', 'Business', 'Sports', 'Society'],['Health']
55351,['Shopping', 'Computers', 'Business', 'Arts'],['Business']
12562,['Health', 'Arts', 'Adult', 'Sports'],['Health']
15555,['Shopping', 'Computers', 'Business', 'Science'],['Shopping']
3066,['Health', 'Business', 'Science', 'Recreation'],['Health']
8385,['Society', 'Adult', 'Shopping', 'Health'],['Society']
11641,['Sports', 'Society', 'Shopping', 'Business'],['Health']
10325,['Arts', 'Reference', 'Society', 'Science'],['Arts']
887,['Business', 'Games', 'Computers', 'Science'],['Shopping']
36137,['Business', 'Recreation', 'Science', 'Computers'],['Shopping']
39220,['Health', 'Science', 'Arts', 'Recreation'],['Health']
23718,['Recreation', 'Health', 'Adult', 'Computers'],['Health']
14208,['Business', 'Shopping', 'Science', 'Reference'],['Shopping']
10012,['Recreation', 'Society', 'Games', 'Computers'],['Shopping']
4618,['Computers', 'Business', 'Science', 'Games'],['Science']
33688,['Recreation', 'Health', 'Shopping', 'Computers'],['Health']
49875,['Computers', 'Business', 'Science', 'Recreation'],['Arts']
12339,['Reference', 'Health', 'Science', 'Business'],['Science', 'Computers', 'Society']
4209,['Health', 'Computers', 'Sports', 'Society'],['Science']
12947,['Business', 'Arts', 'Recreation', 'Health'],['Shopping']
25797,['Arts', 'Recreation', 'Society', 'Science'],['Shopping']
34537,['Recreation', 'Computers', 'Arts', 'Science'],['Health']
36704,['Computers', 'Arts', 'Reference', 'Recreation'],['Shopping']
41822,['Shopping', 'Sports', 'Recreation', 'Arts'],['Arts']
27051,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
54600,['Recreation', 'Arts', 'Reference', 'Business'],['Shopping']
53813,['Health', 'Society', 'Sports', 'Shopping'],['Health']
23964,['Business', 'Reference', 'Health', 'Games'],['Business']
34855,['Business', 'Computers', 'Arts', 'Science'],['Shopping']
21991,['Recreation', 'Computers', 'Reference', 'Health'],['Science']
57444,['Business', 'Computers', 'Science', 'Games'],['Business']
14082,['Society', 'Health', 'Sports', 'Shopping'],['Society']
45020,['Business', 'Society', 'Health', 'Computers'],['Health']
30146,['Society', 'Business', 'Shopping', 'Health'],['Health']
55401,['Science', 'Business', 'Reference', 'Recreation'],['Science', 'Society']
46689,['Society', 'Shopping', 'Business', 'Arts'],['Health']
37145,['Adult', 'Business', 'Recreation', 'Games'],['Business']
58913,['Health', 'Science', 'Business', 'Sports'],['Health']
40384,['Sports', 'Recreation', 'Society', 'Shopping'],['Society']
51963,['Recreation', 'Business', 'Science', 'Reference'],['Shopping']
13191,['Society', 'Health', 'Computers', 'Business'],['Health']
29445,['Business', 'Society', 'Recreation', 'Health'],['Business']
39342,['Recreation', 'Reference', 'Health', 'Science'],['Health']
30320,['Business', 'Health', 'Science', 'Reference'],['Science']
14948,['Business', 'Recreation', 'Science', 'Computers'],['Business']
8533,['Arts', 'Society', 'Sports', 'Shopping'],['Arts', 'Business']
17413,['Health', 'Sports', 'Reference', 'Society'],['Health']
7320,['Arts', 'Reference', 'Sports', 'Society'],['Science']
44440,['Health', 'Science', 'Recreation', 'Business'],['Health']
26364,['Business', 'Society', 'Science', 'Reference'],['Business']
45741,['Business', 'Shopping', 'Science', 'Adult'],['Shopping']
27611,['Business', 'Sports', 'Society', 'Science'],['Society']
11365,['Arts', 'Sports', 'Society', 'Games'],['Society']
17403,['Business', 'Science', 'Health', 'Games'],['Business']
6112,['Business', 'Science', 'Recreation', 'Health'],['Science']
46858,['Recreation', 'Health', 'Society', 'Reference'],['Health']
42431,['Shopping', 'Business', 'Computers', 'Sports'],['Arts']
2959,['Health', 'Recreation', 'Computers', 'Shopping'],['Arts']
44032,['Health', 'Society', 'Business', 'Reference'],['Health']
31639,['Shopping', 'Arts', 'Society', 'Science'],['Arts']
33059,['Computers', 'Recreation', 'Business', 'Science'],['Business']
57642,['Health', 'Computers', 'Society', 'Recreation'],['Health']
6549,['Shopping', 'Arts', 'Society', 'Sports'],['Arts']
51819,['Business', 'Society', 'Shopping', 'Reference'],['Shopping']
34908,['Business', 'Shopping', 'Reference', 'Health'],['Business']
2452,['Business', 'Health', 'Computers', 'Arts'],['Health', 'Business']
45541,['Health', 'Adult', 'Sports', 'Society'],['Health']
38449,['Arts', 'Recreation', 'Adult', 'Sports'],['Arts']
12363,['Society', 'Science', 'Computers', 'Arts'],['Health']
2497,['Business', 'Shopping', 'Recreation', 'Games'],['Shopping']
12663,['Shopping', 'Business', 'Reference', 'Recreation'],['Shopping']
38585,['Recreation', 'Computers', 'Health', 'Sports'],['Health']
52900,['Games', 'Shopping', 'Computers', 'Business'],['Shopping']
52067,['Shopping', 'Business', 'Arts', 'Sports'],['Arts']
30422,['Recreation', 'Arts', 'Science', 'Games'],['Shopping']
20343,['Sports', 'Games', 'Business', 'Shopping'],['Shopping']
57045,['Arts', 'Shopping', 'Society', 'Sports'],['Shopping']
3275,['Society', 'Sports', 'Recreation', 'Science'],['Health']
8706,['Shopping', 'Recreation', 'Arts', 'Sports'],['Shopping']
55437,['Business', 'Health', 'Society', 'Arts'],['Health']
45272,['Business', 'Sports', 'Health', 'Computers'],['Business']
39776,['Recreation', 'Health', 'Shopping', 'Reference'],['Health']
28279,['Society', 'Computers', 'Sports', 'Recreation'],['Health']
9448,['Recreation', 'Arts', 'Computers', 'Business'],['Recreation']
37429,['Health', 'Computers', 'Society', 'Sports'],['Health']
37611,['Shopping', 'Recreation', 'Business', 'Science'],['Shopping']
49440,['Recreation', 'Computers', 'Business', 'Shopping'],['Business']
52665,['Computers', 'Games', 'Science', 'Reference'],['Science']
52267,['Society', 'Recreation', 'Games', 'Business'],['Shopping']
41599,['Computers', 'Society', 'Sports', 'Shopping'],['Society']
42778,['Adult', 'Arts', 'Sports', 'Science'],['Arts']
50217,['Shopping', 'Health', 'Society', 'Recreation'],['Arts']
7458,['Recreation', 'Computers', 'Sports', 'Society'],['Shopping']
49196,['Society', 'Sports', 'Shopping', 'Recreation'],['Society']
36767,['Science', 'Recreation', 'Shopping', 'Reference'],['Science', 'Reference']
9837,['Arts', 'Recreation', 'Health', 'Reference'],['Science']
37760,['Recreation', 'Health', 'Shopping', 'Reference'],['Shopping']
50545,['Health', 'Society', 'Reference', 'Arts'],['Health']
27344,['Games', 'Arts', 'Society', 'Recreation'],['Health']
10525,['Society', 'Sports', 'Arts', 'Shopping'],['Arts']
42643,['Arts', 'Science', 'Computers', 'Shopping'],['Shopping']
57016,['Shopping', 'Business', 'Adult', 'Sports'],['Arts']
51152,['Computers', 'Arts', 'Recreation', 'Health'],['Health']
16157,['Reference', 'Health', 'Arts', 'Shopping'],['Shopping']
37019,['Business', 'Society', 'Shopping', 'Arts'],['Society']
52401,['Science', 'Recreation', 'Health', 'Business'],['Society']
23991,['Shopping', 'Society', 'Health', 'Sports'],['Health']
39464,['Shopping', 'Computers', 'Recreation', 'Society'],['Arts']
41525,['Health', 'Business', 'Society', 'Shopping'],['Health']
50091,['Recreation', 'Society', 'Shopping', 'Games'],['Health']
25971,['Health', 'Sports', 'Computers', 'Society'],['Health']
45711,['Arts', 'Reference', 'Recreation', 'Science'],['Reference']
23843,['Arts', 'Business', 'Shopping', 'Reference'],['Shopping']
35467,['Arts', 'Recreation', 'Sports', 'Society'],['Arts']
17529,['Society', 'Adult', 'Shopping', 'Sports'],['Society']
41757,['Society', 'Games', 'Shopping', 'Health'],['Society']
7420,['Shopping', 'Arts', 'Science', 'Recreation'],['Shopping']
31975,['Shopping', 'Recreation', 'Business', 'Sports'],['Shopping']
54672,['Society', 'Shopping', 'Sports', 'Computers'],['Society']
29047,['Reference', 'Recreation', 'Arts', 'Games'],['Shopping']
51548,['Health', 'Society', 'Business', 'Arts'],['Health']
51253,['Health', 'Recreation', 'Arts', 'Society'],['Society']
2928,['Health', 'Reference', 'Business', 'Recreation'],['Business']
10315,['Sports', 'Society', 'Recreation', 'Shopping'],['Arts']
9922,['Society', 'Sports', 'Reference', 'Computers'],['Society']
7287,['Business', 'Shopping', 'Science', 'Reference'],['Business']
8608,['Recreation', 'Games', 'Business', 'Shopping'],['Shopping']
39666,['Business', 'Health', 'Recreation', 'Computers'],['Business']
6741,['Society', 'Health', 'Business', 'Games'],['Society']
39635,['Games', 'Arts', 'Sports', 'Society'],['Arts']
52412,['Business', 'Science', 'Reference', 'Recreation'],['Society']
19613,['Health', 'Recreation', 'Computers', 'Business'],['Business']
27320,['Computers', 'Business', 'Sports', 'Society'],['Arts']
7535,['Health', 'Society', 'Business', 'Sports'],['Health']
48169,['Computers', 'Recreation', 'Business', 'Science'],['Society']
50212,['Games', 'Shopping', 'Society', 'Recreation'],['Games', 'Business']
41202,['Recreation', 'Shopping', 'Health', 'Computers'],['Shopping']
8957,['Health', 'Society', 'Adult', 'Sports'],['Health']
28334,['Sports', 'Society', 'Recreation', 'Health'],['Arts']
38330,['Reference', 'Business', 'Arts', 'Science'],['Society']
59126,['Society', 'Health', 'Arts', 'Computers'],['Society']
36980,['Health', 'Recreation', 'Business', 'Arts'],['Society']
13525,['Computers', 'Business', 'Society', 'Shopping'],['Shopping']
50334,['Health', 'Arts', 'Society', 'Reference'],['Society']
25107,['Business', 'Recreation', 'Arts', 'Sports'],['Sports']
10317,['Recreation', 'Arts', 'Science', 'Games'],['Recreation']
55244,['Society', 'Arts', 'Health', 'Computers'],['Society']
47940,['Science', 'Business', 'Reference', 'Recreation'],['Business']
35776,['Arts', 'Society', 'Shopping', 'Science'],['Arts']
1177,['Business', 'Arts', 'Recreation', 'Health'],['Business']
51785,['Society', 'Health', 'Science', 'Sports'],['Society']
22112,['Arts', 'Shopping', 'Games', 'Business'],['Arts']
34348,['Business', 'Computers', 'Health', 'Arts'],['Business']
13296,['Health', 'Science', 'Business', 'Sports'],['Health']
22617,['Arts', 'Recreation', 'Business', 'Adult'],['Recreation']
55264,['Health', 'Society', 'Shopping', 'Science'],['Health']
45249,['Business', 'Recreation', 'Sports', 'Society'],['Business']
30581,['Society', 'Health', 'Computers', 'Sports'],['Society']
13377,['Recreation', 'Business', 'Arts', 'Shopping'],['Shopping']
49707,['Business', 'Arts', 'Shopping', 'Reference'],['Business']
26394,['Business', 'Computers', 'Sports', 'Health'],['Shopping']
44340,['Health', 'Recreation', 'Games', 'Sports'],['Society']
46455,['Recreation', 'Society', 'Games', 'Science'],['Society']
28734,['Business', 'Arts', 'Science', 'Computers'],['Business']
10409,['Health', 'Sports', 'Society', 'Computers'],['Health']
45327,['Arts', 'Shopping', 'Recreation', 'Adult'],['Arts']
54195,['Health', 'Society', 'Science', 'Recreation'],['Shopping']
15081,['Arts', 'Computers', 'Reference', 'Business'],['Shopping']
51727,['Business', 'Health', 'Recreation', 'Arts'],['Business']
16889,['Arts', 'Recreation', 'Health', 'Sports'],['Health']
29108,['Games', 'Adult', 'Recreation', 'Arts'],['Sports']
22026,['Society', 'Sports', 'Recreation', 'Health'],['Arts']
32145,['Society', 'Games', 'Computers', 'Sports'],['Society']
54499,['Business', 'Health', 'Computers', 'Reference'],['Business']
34266,['Society', 'Recreation', 'Computers', 'Sports'],['Society']
48391,['Society', 'Reference', 'Arts', 'Sports'],['Arts']
41260,['Business', 'Recreation', 'Computers', 'Sports'],['Business']
20542,['Business', 'Science', 'Reference', 'Health'],['Business']
57458,['Society', 'Arts', 'Shopping', 'Recreation'],['Arts']
25317,['Recreation', 'Health', 'Reference', 'Computers'],['Business']
45727,['Business', 'Health', 'Computers', 'Recreation'],['Business']
33650,['Health', 'Science', 'Computers', 'Arts'],['Society']
