ref id,Predicted,Actual
57141,['Adult', 'Shopping', 'Society', 'Recreation'],['Adult']
42733,['Arts', 'Society', 'Shopping', 'Sports'],['Society']
25374,['Society', 'Arts', 'Shopping', 'Health'],['Society']
45413,['Health', 'Computers', 'Shopping', 'Sports'],['Health']
23048,['Health', 'Business', 'Recreation', 'Computers'],['Health']
10746,['Society', 'Science', 'Computers', 'Business'],['Society']
8288,['Health', 'Business', 'Computers', 'Arts'],['Health']
1466,['Health', 'Business', 'Recreation', 'Arts'],['Health']
22812,['Reference', 'Society', 'Health', 'Science'],['Society']
10394,['Society', 'Shopping', 'Business', 'Health'],['Society']
58593,['Arts', 'Society', 'Business', 'Shopping'],['Arts']
35634,['Business', 'Recreation', 'Shopping', 'Science'],['Business']
53327,['Computers', 'Health', 'Business', 'Recreation'],['Health']
53675,['Business', 'Recreation', 'Science', 'Computers'],['Business']
25542,['Society', 'Science', 'Arts', 'Health'],['Society']
36508,['Science', 'Computers', 'Business', 'Recreation'],['Science']
7165,['Society', 'Computers', 'Science', 'Shopping'],['Society']
22687,['Sports', 'Business', 'Computers', 'Recreation'],['Health']
46484,['Society', 'Reference', 'Recreation', 'Business'],['Society', 'Science']
6718,['Computers', 'Sports', 'Recreation', 'Shopping'],['Society']
12745,['Business', 'Computers', 'Recreation', 'Science'],['Business']
33898,['Shopping', 'Computers', 'Arts', 'Business'],['Health']
40619,['Health', 'Arts', 'Recreation', 'Science'],['Health']
49658,['Reference', 'Health', 'Society', 'Science'],['Reference']
16663,['Science', 'Business', 'Health', 'Society'],['Science']
20581,['Society', 'Adult', 'Computers', 'Science'],['Society']
33683,['Science', 'Computers', 'Business', 'Arts'],['Science']
27546,['Reference', 'Society', 'Computers', 'Arts'],['Reference']
5523,['Health', 'Business', 'Shopping', 'Society'],['Health']
29705,['Society', 'Business', 'Recreation', 'Shopping'],['Health']
46904,['Science', 'Computers', 'Business', 'Recreation'],['Science']
42608,['Health', 'Science', 'Recreation', 'Reference'],['Health']
38364,['Arts', 'Computers', 'Society', 'Shopping'],['Arts']
42341,['Arts', 'Society', 'Computers', 'Business'],['Arts']
11024,['Health', 'Science', 'Reference', 'Computers'],['Reference']
34292,['Society', 'Shopping', 'Recreation', 'Sports'],['Society']
4131,['Business', 'Science', 'Recreation', 'Computers'],['Business']
44369,['Health', 'Science', 'Society', 'Computers'],['Health']
36934,['Society', 'Shopping', 'Sports', 'Arts'],['Society']
14555,['Business', 'Science', 'Recreation', 'Computers'],['Society', 'Science']
44712,['Arts', 'Shopping', 'Society', 'Health'],['Arts']
27827,['Health', 'Science', 'Computers', 'Business'],['Health']
53281,['Shopping', 'Business', 'Recreation', 'Computers'],['Health']
2076,['Business', 'Science', 'Computers', 'Shopping'],['Science']
22930,['Society', 'Arts', 'Shopping', 'Recreation'],['Arts']
16113,['Business', 'Computers', 'Recreation', 'Science'],['Business']
48268,['Health', 'Science', 'Computers', 'Business'],['Health']
58269,['Health', 'Business', 'Recreation', 'Science'],['Health']
50091,['Business', 'Science', 'Society', 'Recreation'],['Science']
4819,['Business', 'Recreation', 'Shopping', 'Computers'],['Business']
53123,['Science', 'Society', 'Health', 'Business'],['Science']
50574,['Business', 'Science', 'Recreation', 'Computers'],['Science']
35806,['Arts', 'Computers', 'Shopping', 'Society'],['Arts']
28008,['Arts', 'Health', 'Business', 'Science'],['Reference']
8839,['Society', 'Recreation', 'Computers', 'Business'],['Arts']
50200,['Health', 'Recreation', 'Business', 'Computers'],['Health']
48298,['Shopping', 'Arts', 'Business', 'Recreation'],['Arts']
47307,['Health', 'Sports', 'Business', 'Shopping'],['Health']
37791,['Science', 'Business', 'Arts', 'Health'],['Science']
31697,['Arts', 'Shopping', 'Society', 'Recreation'],['Arts']
43281,['Business', 'Society', 'Recreation', 'Arts'],['Business']
2260,['Arts', 'Business', 'Computers', 'Health'],['Arts']
21771,['Business', 'Shopping', 'Recreation', 'Computers'],['Shopping']
32931,['Reference', 'Arts', 'Science', 'Health'],['Reference']
446,['Arts', 'Sports', 'Society', 'Recreation'],['Arts']
58846,['Arts', 'Recreation', 'Business', 'Reference'],['Shopping']
11746,['Health', 'Society', 'Shopping', 'Business'],['Health']
38811,['Business', 'Recreation', 'Computers', 'Games'],['Business']
8417,['Health', 'Computers', 'Society', 'Science'],['Health']
24379,['Shopping', 'Recreation', 'Games', 'Business'],['Shopping']
7329,['Society', 'Computers', 'Business', 'Sports'],['Society']
34265,['Health', 'Society', 'Arts', 'Science'],['Health']
13020,['Health', 'Arts', 'Shopping', 'Society'],['Health']
35929,['Adult', 'Shopping', 'Society', 'Recreation'],['Arts']
40712,['Reference', 'Health', 'Arts', 'Science'],['Reference']
25856,['Sports', 'Business', 'Society', 'Shopping'],['Health']
3202,['Health', 'Shopping', 'Business', 'Sports'],['Health']
6582,['Shopping', 'Business', 'Recreation', 'Arts'],['Shopping']
54843,['Shopping', 'Business', 'Recreation', 'Science'],['Shopping']
38311,['Business', 'Recreation', 'Health', 'Computers'],['Arts']
6331,['Recreation', 'Shopping', 'Business', 'Arts'],['Shopping']
31127,['Arts', 'Shopping', 'Recreation', 'Business'],['Arts']
13548,['Health', 'Society', 'Science', 'Recreation'],['Health']
33628,['Business', 'Shopping', 'Computers', 'Science'],['Shopping']
25514,['Health', 'Business', 'Shopping', 'Society'],['Health']
54746,['Business', 'Shopping', 'Recreation', 'Society'],['Shopping']
4190,['Games', 'Computers', 'Arts', 'Business'],['Health']
23485,['Business', 'Shopping', 'Recreation', 'Science'],['Business']
32344,['Arts', 'Recreation', 'Health', 'Business'],['Business']
52765,['Science', 'Arts', 'Recreation', 'Society'],['Science']
2629,['Health', 'Business', 'Society', 'Shopping'],['Health']
38419,['Health', 'Arts', 'Recreation', 'Computers'],['Health']
11671,['Shopping', 'Recreation', 'Computers', 'Business'],['Shopping']
32642,['Business', 'Recreation', 'Arts', 'Health'],['Business']
27090,['Business', 'Science', 'Computers', 'Reference'],['Science']
47312,['Business', 'Recreation', 'Shopping', 'Computers'],['Shopping']
32375,['Health', 'Society', 'Arts', 'Recreation'],['Health']
22415,['Business', 'Society', 'Sports', 'Computers'],['Arts']
1133,['Shopping', 'Arts', 'Business', 'Recreation'],['Shopping']
32108,['Health', 'Recreation', 'Business', 'Computers'],['Health']
39559,['Society', 'Adult', 'Shopping', 'Health'],['Society']
17283,['Reference', 'Science', 'Arts', 'Computers'],['Reference', 'Science']
8709,['Shopping', 'Arts', 'Business', 'Computers'],['Shopping']
51359,['Adult', 'Society', 'Computers', 'Shopping'],['Society']
6523,['Business', 'Shopping', 'Health', 'Science'],['Business']
33616,['Society', 'Health', 'Sports', 'Shopping'],['Society']
5453,['Health', 'Society', 'Arts', 'Recreation'],['Health']
32742,['Recreation', 'Computers', 'Business', 'Shopping'],['Business']
36761,['Society', 'Adult', 'Computers', 'Business'],['Society']
24483,['Business', 'Recreation', 'Arts', 'Computers'],['Science']
12828,['Science', 'Computers', 'Reference', 'Business'],['Science']
8779,['Science', 'Computers', 'Arts', 'Business'],['Science']
37288,['Arts', 'Society', 'Shopping', 'Business'],['Arts']
47172,['Arts', 'Society', 'Business', 'Reference'],['Arts']
57741,['Health', 'Business', 'Recreation', 'Computers'],['Health']
17259,['Business', 'Computers', 'Science', 'Reference'],['Computers', 'Science', 'Business']
49984,['Business', 'Science', 'Health', 'Recreation'],['Business']
5342,['Health', 'Recreation', 'Business', 'Computers'],['Health']
13235,['Health', 'Shopping', 'Society', 'Business'],['Health']
57022,['Health', 'Business', 'Recreation', 'Science'],['Health']
33597,['Business', 'Recreation', 'Computers', 'Shopping'],['Business']
42744,['Health', 'Society', 'Shopping', 'Adult'],['Health']
12911,['Computers', 'Recreation', 'Business', 'Arts'],['Science']
45166,['Health', 'Business', 'Science', 'Shopping'],['Health']
21699,['Business', 'Shopping', 'Recreation', 'Society'],['Arts']
29767,['Science', 'Recreation', 'Computers', 'Business'],['Science']
28687,['Computers', 'Arts', 'Shopping', 'Society'],['Arts']
38306,['Arts', 'Shopping', 'Society', 'Computers'],['Arts']
415,['Health', 'Society', 'Computers', 'Arts'],['Health']
40426,['Shopping', 'Business', 'Recreation', 'Arts'],['Shopping']
562,['Health', 'Computers', 'Society', 'Business'],['Health']
16606,['Shopping', 'Computers', 'Arts', 'Society'],['Arts']
35930,['Computers', 'Business', 'Arts', 'Shopping'],['Business']
8469,['Sports', 'Arts', 'Games', 'Business'],['Society']
31546,['Health', 'Business', 'Society', 'Reference'],['Health']
23358,['Health', 'Science', 'Society', 'Business'],['Health']
52181,['Business', 'Shopping', 'Computers', 'Arts'],['Shopping']
47110,['Society', 'Shopping', 'Arts', 'Business'],['Society']
15853,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
38486,['Business', 'Health', 'Recreation', 'Arts'],['Business']
30006,['Society', 'Shopping', 'Recreation', 'Business'],['Arts']
13255,['Recreation', 'Sports', 'Arts', 'Computers'],['Health']
9198,['Business', 'Shopping', 'Arts', 'Society'],['Shopping']
36715,['Health', 'Arts', 'Society', 'Computers'],['Health']
54966,['Business', 'Computers', 'Arts', 'Recreation'],['Business']
29345,['Business', 'Arts', 'Computers', 'Recreation'],['Business']
41503,['Health', 'Shopping', 'Business', 'Society'],['Shopping']
31232,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
50775,['Shopping', 'Recreation', 'Business', 'Science'],['Shopping']
42340,['Shopping', 'Business', 'Computers', 'Recreation'],['Health']
21721,['Science', 'Health', 'Business', 'Society'],['Health', 'Science']
45072,['Shopping', 'Business', 'Arts', 'Recreation'],['Business']
432,['Health', 'Recreation', 'Computers', 'Arts'],['Health']
24669,['Society', 'Health', 'Arts', 'Shopping'],['Health']
51963,['Shopping', 'Health', 'Business', 'Arts'],['Shopping']
12416,['Health', 'Arts', 'Recreation', 'Computers'],['Health']
21997,['Arts', 'Society', 'Recreation', 'Business'],['Society']
30561,['Shopping', 'Recreation', 'Arts', 'Business'],['Shopping']
25538,['Arts', 'Business', 'Computers', 'Recreation'],['Arts']
47632,['Business', 'Recreation', 'Shopping', 'Society'],['Shopping']
32907,['Recreation', 'Computers', 'Society', 'Business'],['Health']
57798,['Business', 'Health', 'Science', 'Reference'],['Business']
2378,['Business', 'Shopping', 'Adult', 'Arts'],['Shopping']
37166,['Business', 'Recreation', 'Shopping', 'Health'],['Business']
58526,['Shopping', 'Computers', 'Business', 'Arts'],['Shopping']
12699,['Shopping', 'Computers', 'Business', 'Recreation'],['Shopping']
33020,['Business', 'Computers', 'Shopping', 'Society'],['Shopping']
4171,['Recreation', 'Computers', 'Science', 'Arts'],['Health']
44958,['Society', 'Arts', 'Recreation', 'Computers'],['Society']
34445,['Recreation', 'Computers', 'Shopping', 'Business'],['Shopping']
21860,['Health', 'Recreation', 'Games', 'Arts'],['Health']
25216,['Health', 'Business', 'Recreation', 'Computers'],['Health']
24766,['Health', 'Recreation', 'Arts', 'Business'],['Health']
12746,['Health', 'Recreation', 'Arts', 'Business'],['Health']
50150,['Computers', 'Shopping', 'Recreation', 'Arts'],['Society']
58560,['Arts', 'Business', 'Computers', 'Recreation'],['Business']
291,['Business', 'Society', 'Recreation', 'Arts'],['Business']
4776,['Science', 'Reference', 'Business', 'Health'],['Science', 'Business']
38636,['Recreation', 'Business', 'Computers', 'Reference'],['Recreation']
16551,['Health', 'Science', 'Society', 'Business'],['Health']
24817,['Arts', 'Business', 'Society', 'Shopping'],['Business']
25363,['Health', 'Business', 'Society', 'Recreation'],['Health']
8552,['Computers', 'Reference', 'Science', 'Society'],['Business']
9437,['Games', 'Recreation', 'Business', 'Shopping'],['Shopping']
3721,['Business', 'Shopping', 'Computers', 'Health'],['Business']
10805,['Society', 'Computers', 'Adult', 'Shopping'],['Society']
8975,['Health', 'Arts', 'Business', 'Shopping'],['Health']
265,['Science', 'Recreation', 'Business', 'Reference'],['Science']
48143,['Sports', 'Shopping', 'Business', 'Computers'],['Shopping']
8156,['Shopping', 'Business', 'Arts', 'Recreation'],['Arts']
53833,['Business', 'Arts', 'Computers', 'Science'],['Business']
2932,['Health', 'Society', 'Shopping', 'Business'],['Health']
59056,['Recreation', 'Shopping', 'Business', 'Games'],['Shopping']
43309,['Recreation', 'Business', 'Games', 'Arts'],['Shopping']
37917,['Health', 'Society', 'Shopping', 'Business'],['Health']
16361,['Health', 'Business', 'Computers', 'Arts'],['Health']
13271,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
8544,['Shopping', 'Business', 'Computers', 'Arts'],['Business']
17434,['Society', 'Health', 'Shopping', 'Recreation'],['Society']
24046,['Health', 'Society', 'Business', 'Shopping'],['Health']
27982,['Recreation', 'Shopping', 'Business', 'Society'],['Recreation']
12627,['Shopping', 'Business', 'Recreation', 'Science'],['Shopping']
1988,['Shopping', 'Arts', 'Recreation', 'Science'],['Shopping']
12519,['Shopping', 'Society', 'Computers', 'Arts'],['Arts']
20606,['Shopping', 'Arts', 'Society', 'Recreation'],['Arts']
50425,['Business', 'Society', 'Shopping', 'Health'],['Business']
35247,['Arts', 'Society', 'Sports', 'Health'],['Health']
26175,['Recreation', 'Shopping', 'Arts', 'Business'],['Shopping']
53114,['Society', 'Computers', 'Health', 'Business'],['Society']
14562,['Arts', 'Games', 'Recreation', 'Adult'],['Arts']
36511,['Recreation', 'Arts', 'Business', 'Computers'],['Reference']
35999,['Society', 'Computers', 'Shopping', 'Adult'],['Society']
50027,['Reference', 'Recreation', 'Arts', 'Science'],['Society']
14980,['Society', 'Computers', 'Shopping', 'Business'],['Society']
24718,['Business', 'Science', 'Recreation', 'Health'],['Society']
53449,['Business', 'Computers', 'Adult', 'Arts'],['Business']
30081,['Society', 'Arts', 'Health', 'Business'],['Society']
36408,['Sports', 'Computers', 'Shopping', 'Business'],['Arts']
42902,['Society', 'Business', 'Computers', 'Recreation'],['Society']
16250,['Society', 'Business', 'Science', 'Computers'],['Society']
7738,['Computers', 'Business', 'Arts', 'Science'],['Arts']
15326,['Games', 'Computers', 'Arts', 'Business'],['Games', 'Business']
27307,['Society', 'Reference', 'Arts', 'Shopping'],['Society']
50522,['Business', 'Health', 'Computers', 'Recreation'],['Business']
29011,['Society', 'Arts', 'Recreation', 'Business'],['Society']
35825,['Arts', 'Society', 'Shopping', 'Computers'],['Society']
15095,['Shopping', 'Society', 'Arts', 'Business'],['Society']
31928,['Arts', 'Recreation', 'Business', 'Health'],['Science']
31626,['Arts', 'Society', 'Computers', 'Shopping'],['Arts']
2517,['Recreation', 'Shopping', 'Society', 'Business'],['Society']
23418,['Health', 'Arts', 'Business', 'Society'],['Society']
58739,['Society', 'Sports', 'Arts', 'Computers'],['Society']
39088,['Shopping', 'Business', 'Science', 'Recreation'],['Shopping']
16094,['Shopping', 'Business', 'Arts', 'Computers'],['Shopping']
17137,['Business', 'Recreation', 'Computers', 'Science'],['Shopping']
54890,['Recreation', 'Business', 'Science', 'Sports'],['Sports']
54712,['Society', 'Business', 'Computers', 'Health'],['Society']
32289,['Computers', 'Shopping', 'Society', 'Recreation'],['Arts']
55391,['Adult', 'Society', 'Recreation', 'Business'],['Society']
12497,['Health', 'Computers', 'Recreation', 'Reference'],['Health']
44545,['Recreation', 'Computers', 'Reference', 'Games'],['Sports']
33374,['Business', 'Recreation', 'Health', 'Arts'],['Shopping']
50897,['Recreation', 'Sports', 'Business', 'Games'],['Sports']
33821,['Health', 'Society', 'Business', 'Computers'],['Society']
41594,['Society', 'Business', 'Recreation', 'Health'],['Society']
42869,['Business', 'Arts', 'Health', 'Recreation'],['Business']
2399,['Business', 'Recreation', 'Reference', 'Computers'],['Business']
35259,['Recreation', 'Arts', 'Science', 'Games'],['Recreation']
58933,['Sports', 'Recreation', 'Business', 'Science'],['Sports']
40567,['Shopping', 'Sports', 'Recreation', 'Computers'],['Society']
41242,['Adult', 'Society', 'Sports', 'Shopping'],['Society']
33800,['Arts', 'Shopping', 'Computers', 'Society'],['Arts']
15434,['Health', 'Shopping', 'Business', 'Science'],['Health']
48330,['Business', 'Health', 'Arts', 'Recreation'],['Business']
