ref id,Predicted,Actual
0,['Adult', 'Society', 'Recreation', 'Computers'],['Adult']
1937,['Arts', 'Recreation', 'Science', 'Business'],['Adult']
35952,['Society', 'Science', 'Shopping', 'Computers'],['Society']
35956,['Society', 'Reference', 'Recreation', 'Computers'],['Society']
1942,['Adult', 'Computers', 'Arts', 'Business'],['Adult']
1943,['Adult', 'Recreation', 'Games', 'Computers'],['Adult']
1946,['Adult', 'Recreation', 'Arts', 'Shopping'],['Adult']
1952,['Shopping', 'Business', 'Games', 'Society'],['Adult']
1956,['Adult', 'Recreation', 'Arts', 'Reference'],['Adult']
35976,['Society', 'Recreation', 'Arts', 'Shopping'],['Society']
1963,['Adult', 'Business', 'Recreation', 'Arts'],['Adult']
35987,['Society', 'Sports', 'Business', 'Recreation'],['Society']
35991,['Society', 'Business', 'Computers', 'Recreation'],['Society']
35994,['Business', 'Society', 'Computers', 'Recreation'],['Society']
1982,['Adult', 'Business', 'Recreation', 'Games'],['Adult']
35999,['Society', 'News', 'Reference', 'Recreation'],['Society']
36002,['Business', 'Society', 'Shopping', 'Computers'],['Society']
1988,['Adult', 'Recreation', 'Shopping', 'Computers'],['Adult']
1995,['Adult', 'Recreation', 'Business', 'Health'],['Adult']
2000,['Adult', 'Recreation', 'Shopping', 'Computers'],['Adult']
2009,['Adult', 'Recreation', 'Health', 'Business'],['Adult']
2011,['Adult', 'Recreation', 'Computers', 'Business'],['Adult']
2015,['Adult', 'Recreation', 'Arts', 'Computers'],['Adult']
2020,['Adult', 'Computers', 'Recreation', 'Business'],['Adult']
36040,['Shopping', 'Computers', 'Recreation', 'Society'],['Society']
36044,['Arts', 'Computers', 'Shopping', 'Business'],['Society']
2034,['Adult', 'Society', 'Recreation', 'Shopping'],['Adult']
2042,['Recreation', 'Home', 'Reference', 'Shopping'],['Recreation']
36060,['Health', 'Shopping', 'Society', 'Business'],['Society']
2051,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
36067,['Sports', 'Society', 'Shopping', 'Arts'],['Society']
36068,['Society', 'Arts', 'Shopping', 'Recreation'],['Society']
2057,['Business', 'Computers', 'Science', 'Arts'],['Adult']
36072,['Society', 'Recreation', 'Shopping', 'Business'],['Society']
2075,['Recreation', 'Shopping', 'Business', 'Computers'],['Recreation']
36092,['Society', 'Shopping', 'Business', 'Arts'],['Society']
36104,['Society', 'Arts', 'Recreation', 'Computers'],['Society']
2095,['Adult', 'Recreation', 'Computers', 'Games'],['Adult']
2097,['Adult', 'Recreation', 'Computers', 'Business'],['Adult']
2099,['Adult', 'Recreation', 'Computers', 'Arts'],['Adult']
2105,['Adult', 'Recreation', 'Computers', 'Society'],['Adult']
2106,['Adult', 'Recreation', 'Computers', 'Shopping'],['Adult']
2107,['Adult', 'Society', 'Shopping', 'Recreation'],['Adult']
36121,['Society', 'Health', 'Shopping', 'Recreation'],['Society']
2111,['Adult', 'Computers', 'Society', 'Shopping'],['Adult']
2117,['Adult', 'Computers', 'Business', 'Recreation'],['Adult']
36134,['Society', 'Shopping', 'Science', 'Recreation'],['Society']
36140,['Society', 'Shopping', 'Home', 'Business'],['Society']
2132,['Adult', 'Society', 'Recreation', 'Computers'],['Adult']
2133,['Adult', 'Computers', 'Arts', 'Business'],['Adult']
36151,['Society', 'Shopping', 'Science', 'Computers'],['Society']
36152,['Computers', 'Society', 'Business', 'Shopping'],['Society']
2141,['Adult', 'Recreation', 'Computers', 'Society'],['Adult']
2142,['Adult', 'Shopping', 'Recreation', 'Computers'],['Adult']
36163,['Society', 'Shopping', 'Recreation', 'Science'],['Society']
36166,['Society', 'Recreation', 'Arts', 'Computers'],['Society']
2160,['Adult', 'Recreation', 'Society', 'Computers'],['Adult']
2162,['Adult', 'Arts', 'Computers', 'Recreation'],['Adult']
36184,['Society', 'Business', 'Sports', 'Recreation'],['Society']
36197,['Society', 'Shopping', 'Business', 'Recreation'],['Society']
36204,['Society', 'Shopping', 'Business', 'Recreation'],['Society']
36207,['Society', 'Sports', 'Arts', 'Recreation'],['Society']
36210,['Society', 'Computers', 'Business', 'Health'],['Society']
2200,['Adult', 'Computers', 'Games', 'Arts'],['Adult']
36218,['Society', 'Recreation', 'Shopping', 'Reference'],['Society']
36223,['Society', 'Shopping', 'Recreation', 'Business'],['Society']
2217,['Adult', 'Recreation', 'Arts', 'Shopping'],['Adult']
2220,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
2221,['Recreation', 'Adult', 'Arts', 'Shopping'],['Adult']
36239,['Society', 'Shopping', 'Recreation', 'Computers'],['Society']
2236,['Adult', 'Recreation', 'Shopping', 'Computers'],['Adult']
2237,['Adult', 'Recreation', 'Arts', 'Computers'],['Adult']
2242,['Adult', 'Recreation', 'Health', 'Computers'],['Adult']
36260,['Society', 'Home', 'Business', 'Arts'],['Society']
36263,['Society', 'Arts', 'News', 'Recreation'],['Society']
2258,['Adult', 'Recreation', 'Arts', 'Computers'],['Adult']
36280,['Society', 'Shopping', 'Business', 'Computers'],['Society']
2267,['Recreation', 'Arts', 'Shopping', 'Computers'],['Adult']
2268,['Adult', 'Computers', 'Society', 'Shopping'],['Adult']
2281,['Adult', 'Society', 'Arts', 'News'],['Adult']
2283,['Adult', 'Recreation', 'Computers', 'Business'],['Adult']
2290,['Adult', 'Recreation', 'Business', 'Arts'],['Adult']
36308,['Sports', 'Society', 'Recreation', 'Computers'],['Society']
2297,['Adult', 'Arts', 'Recreation', 'Computers'],['Adult']
36315,['Society', 'Recreation', 'Science', 'Health'],['Society']
36323,['Society', 'Computers', 'Science', 'Business'],['Society']
36333,['Society', 'Shopping', 'Science', 'Arts'],['Society']
2321,['Adult', 'Recreation', 'Arts', 'Computers'],['Adult']
2324,['Adult', 'Computers', 'Business', 'Recreation'],['Adult']
2329,['Adult', 'Recreation', 'Arts', 'Computers'],['Adult']
36353,['Society', 'Computers', 'Business', 'Shopping'],['Society']
2342,['Adult', 'Recreation', 'Arts', 'Society'],['Adult']
36362,['Computers', 'Business', 'Society', 'Science'],['Society']
36366,['Shopping', 'Society', 'Business', 'Computers'],['Society']
2355,['Computers', 'Games', 'Recreation', 'Adult'],['Adult']
2357,['Recreation', 'Computers', 'Games', 'Health'],['Adult']
2377,['Adult', 'Recreation', 'Computers', 'Health'],['Adult']
36394,['Shopping', 'Society', 'Arts', 'Recreation'],['Society']
2388,['Adult', 'Recreation', 'Arts', 'Games'],['Adult']
2394,['Adult', 'Recreation', 'News', 'Business'],['Adult']
2397,['Arts', 'Recreation', 'News', 'Society'],['Adult']
36414,['Society', 'Recreation', 'Shopping', 'Science'],['Society']
2407,['Adult', 'Recreation', 'Health', 'News'],['Adult', 'Society']
2416,['Adult', 'Recreation', 'Arts', 'Business'],['Adult']
2417,['Adult', 'Recreation', 'Sports', 'Shopping'],['Adult']
2418,['Adult', 'Recreation', 'Arts', 'Computers'],['Adult']
36432,['Society', 'Health', 'Sports', 'Recreation'],['Society']
36438,['Society', 'Recreation', 'Science', 'Health'],['Society']
2430,['Arts', 'Recreation', 'News', 'Business'],['Adult']
36446,['Society', 'Home', 'Business', 'Recreation'],['Society']
36448,['Society', 'Health', 'Arts', 'Recreation'],['Society']
2435,['Adult', 'Shopping', 'Business', 'Recreation'],['Adult']
2436,['Recreation', 'Business', 'Computers', 'Arts'],['Adult']
2443,['Adult', 'Shopping', 'Society', 'Recreation'],['Adult']
2446,['Adult', 'Recreation', 'Games', 'Computers'],['Adult']
2447,['Adult', 'Recreation', 'Society', 'Home'],['Adult']
2448,['Business', 'Recreation', 'Arts', 'Health'],['Adult']
2450,['Recreation', 'Society', 'Business', 'Shopping'],['Adult']
2452,['Adult', 'Shopping', 'Recreation', 'Society'],['Adult']
36478,['Society', 'Shopping', 'Arts', 'Recreation'],['Society']
2464,['Adult', 'Recreation', 'Home', 'Computers'],['Adult']
2476,['Adult', 'Recreation', 'Shopping', 'Sports'],['Adult']
36493,['Society', 'Arts', 'Business', 'Computers'],['Society']
2481,['Recreation', 'Home', 'Adult', 'Science'],['Adult', 'Recreation']
2487,['Adult', 'Recreation', 'Shopping', 'Society'],['Adult']
36505,['Society', 'Computers', 'Shopping', 'Recreation'],['Society']
2493,['Adult', 'Recreation', 'News', 'Arts'],['Adult']
2495,['Adult', 'Recreation', 'Business', 'Health'],['Adult']
2501,['Adult', 'Recreation', 'Shopping', 'Computers'],['Adult']
36520,['Society', 'Shopping', 'Recreation', 'Computers'],['Society']
2506,['Adult', 'Recreation', 'Arts', 'Computers'],['Adult']
36524,['Society', 'Shopping', 'Recreation', 'Computers'],['Society']
36526,['Society', 'Business', 'Shopping', 'News'],['Society']
2514,['Adult', 'Shopping', 'Business', 'Recreation'],['Adult']
2515,['Adult', 'Arts', 'Recreation', 'Shopping'],['Adult']
2516,['Adult', 'Recreation', 'Business', 'Games'],['Adult']
2517,['Adult', 'Shopping', 'Business', 'Recreation'],['Adult']
2518,['Arts', 'Shopping', 'Computers', 'Recreation'],['Adult']
36537,['Society', 'Business', 'Arts', 'Computers'],['Society']
2521,['Adult', 'Business', 'Shopping', 'Games'],['Adult']
2522,['Adult', 'Recreation', 'Reference', 'Health'],['Adult']
36540,['Society', 'Computers', 'Recreation', 'Shopping'],['Society']
2524,['Adult', 'Society', 'Business', 'Shopping'],['Adult']
2525,['Business', 'Shopping', 'Recreation', 'Home'],['Adult']
2526,['Adult', 'Business', 'Shopping', 'Computers'],['Adult']
2528,['Adult', 'Shopping', 'Business', 'Recreation'],['Adult']
36546,['Society', 'Games', 'Shopping', 'Computers'],['Society']
2532,['Adult', 'Recreation', 'Arts', 'Shopping'],['Adult']
36562,['Recreation', 'Health', 'Arts', 'Society'],['Society']
36565,['Society', 'Arts', 'Sports', 'Shopping'],['Society']
2548,['Adult', 'Computers', 'Business', 'Recreation'],['Adult']
2549,['Adult', 'Shopping', 'Business', 'Reference'],['Adult']
36580,['Society', 'Sports', 'Recreation', 'Business'],['Society']
36582,['Shopping', 'Society', 'Arts', 'Recreation'],['Society']
2566,['Adult', 'Recreation', 'Arts', 'Games'],['Adult']
2568,['Business', 'Adult', 'Recreation', 'Computers'],['Adult']
36590,['Society', 'Health', 'Shopping', 'Business'],['Society']
36597,['Society', 'Recreation', 'Business', 'Computers'],['Society']
36599,['Society', 'Arts', 'Recreation', 'Shopping'],['Society']
2583,['Shopping', 'Games', 'Business', 'Adult'],['Adult']
2589,['Adult', 'Shopping', 'Society', 'Arts'],['Adult']
2594,['Adult', 'Recreation', 'Shopping', 'Computers'],['Adult']
2606,['Adult', 'Shopping', 'Recreation', 'Business'],['Adult']
36627,['Arts', 'Society', 'Shopping', 'Recreation'],['Society']
36629,['Society', 'Arts', 'News', 'Shopping'],['Society']
2612,['Adult', 'Health', 'Recreation', 'Business'],['Adult']
2613,['Adult', 'Shopping', 'Recreation', 'Business'],['Adult']
36631,['Society', 'Business', 'Arts', 'Health'],['Society']
2624,['Adult', 'Recreation', 'Computers', 'Business'],['Adult']
2631,['Adult', 'Recreation', 'Computers', 'Health'],['Adult']
2638,['Adult', 'Recreation', 'Games', 'Health'],['Adult']
36663,['Society', 'Arts', 'Health', 'Shopping'],['Society']
2654,['Adult', 'Recreation', 'Arts', 'Computers'],['Adult']
2663,['Arts', 'Adult', 'Recreation', 'Games'],['Adult']
36685,['Society', 'Science', 'Recreation', 'Reference'],['Society']
2668,['Adult', 'Recreation', 'Computers', 'Business'],['Adult']
2674,['Adult', 'Health', 'Recreation', 'Computers'],['Adult']
2686,['Adult', 'Recreation', 'Computers', 'Arts'],['Adult']
36705,['Society', 'Computers', 'Arts', 'Business'],['Society']
2689,['Adult', 'Health', 'Computers', 'Shopping'],['Adult']
36708,['Health', 'Society', 'Business', 'Sports'],['Society']
36715,['Society', 'Arts', 'Sports', 'Health'],['Society']
2699,['Adult', 'Recreation', 'Home', 'Arts'],['Adult']
36719,['Health', 'Society', 'Home', 'Shopping'],['Society']
36721,['Society', 'Arts', 'Shopping', 'Health'],['Society']
36727,['Society', 'Recreation', 'Shopping', 'Business'],['Society']
36728,['Health', 'Society', 'Business', 'Home'],['Society']
2714,['Adult', 'Recreation', 'Home', 'Health'],['Adult']
2721,['Recreation', 'Health', 'Arts', 'Science'],['Adult']
2722,['Adult', 'Society', 'Recreation', 'Home'],['Adult']
2728,['Adult', 'Society', 'Recreation', 'Computers'],['Adult']
36751,['Society', 'Home', 'Health', 'Science'],['Society']
36752,['Business', 'Society', 'Computers', 'Shopping'],['Society']
2735,['Recreation', 'Business', 'Arts', 'Home'],['Adult']
36755,['Society', 'Business', 'Shopping', 'Computers'],['Society']
36756,['Society', 'Science', 'Business', 'Computers'],['Society']
36757,['Society', 'Business', 'Science', 'Computers'],['Society']
36760,['Society', 'Home', 'News', 'Arts'],['Society']
2742,['Adult', 'Society', 'Computers', 'Recreation'],['Adult']
36769,['Society', 'Business', 'News', 'Home'],['Society']
2750,['Arts', 'Health', 'Recreation', 'Home'],['Arts']
2753,['Computers', 'Recreation', 'Arts', 'Games'],['Arts']
2756,['Arts', 'Business', 'Society', 'Shopping'],['Arts', 'Computers']
36780,['Society', 'Recreation', 'Arts', 'Science'],['Society']
36791,['Society', 'Health', 'Science', 'Shopping'],['Society']
2775,['Arts', 'Recreation', 'Society', 'Computers'],['Arts']
2779,['Arts', 'Recreation', 'Games', 'Computers'],['Arts']
36801,['Society', 'Health', 'Recreation', 'Science'],['Society']
36803,['Society', 'Sports', 'Science', 'Business'],['Society']
2784,['Arts', 'Recreation', 'Games', 'Computers'],['Arts']
36804,['Society', 'Sports', 'Recreation', 'Business'],['Society']
2790,['Arts', 'Adult', 'Recreation', 'Computers'],['Arts']
2794,['Arts', 'Recreation', 'Games', 'Computers'],['Arts']
36816,['Society', 'Computers', 'Arts', 'Reference'],['Society']
36821,['Society', 'Computers', 'Recreation', 'Business'],['Society']
36824,['Society', 'Health', 'Science', 'Arts'],['Society']
2805,['Arts', 'Adult', 'Recreation', 'Computers'],['Arts']
2806,['Arts', 'Computers', 'Shopping', 'Science'],['Arts']
36831,['Society', 'Computers', 'Recreation', 'Shopping'],['Society']
2812,['Arts', 'Adult', 'Computers', 'Recreation'],['Arts']
36835,['Health', 'Shopping', 'Business', 'Reference'],['Society']
36838,['Society', 'Health', 'Home', 'Recreation'],['Society']
2819,['Arts', 'Recreation', 'Computers', 'Science'],['Arts']
2827,['Arts', 'Recreation', 'Computers', 'Games'],['Arts']
2833,['Recreation', 'Arts', 'Computers', 'Business'],['Arts']
2838,['Arts', 'Computers', 'Reference', 'Recreation'],['Arts']
2839,['Arts', 'Adult', 'Recreation', 'Sports'],['Arts']
2842,['Arts', 'Recreation', 'Business', 'Computers'],['Arts']
36869,['Shopping', 'Recreation', 'Computers', 'Society'],['Society']
2851,['Arts', 'Adult', 'Sports', 'Computers'],['Arts']
2853,['Games', 'Computers', 'Recreation', 'Arts'],['Arts']
36879,['Society', 'Business', 'Arts', 'Health'],['Society']
36884,['Society', 'Health', 'Shopping', 'Recreation'],['Society']
2864,['Computers', 'Arts', 'Health', 'Shopping'],['Arts']
36888,['Society', 'Business', 'Shopping', 'Computers'],['Society']
36891,['Society', 'Shopping', 'Reference', 'Science'],['Society']
2872,['Arts', 'Adult', 'Recreation', 'Computers'],['Arts']
36897,['Society', 'Business', 'Computers', 'Arts'],['Society']
2878,['Arts', 'Shopping', 'Recreation', 'Reference'],['Arts']
2891,['Arts', 'Business', 'Computers', 'Recreation'],['Arts']
36917,['Society', 'Computers', 'Arts', 'Recreation'],['Society']
36918,['Society', 'Shopping', 'Computers', 'Business'],['Society']
2897,['Recreation', 'Reference', 'Arts', 'Home'],['Arts', 'Reference', 'Recreation', 'Home']
36923,['Society', 'Shopping', 'Arts', 'Computers'],['Society']
2909,['Arts', 'Recreation', 'Business', 'Home'],['Arts']
36933,['Computers', 'Society', 'Reference', 'Recreation'],['Society']
2913,['Computers', 'Arts', 'Recreation', 'Business'],['Arts']
36949,['Society', 'Arts', 'Science', 'Computers'],['Society']
2929,['Arts', 'Computers', 'Science', 'Reference'],['Arts']
36954,['Society', 'Arts', 'Computers', 'Reference'],['Society']
2937,['Arts', 'News', 'Reference', 'Recreation'],['Arts']
36960,['Games', 'Shopping', 'Society', 'Recreation'],['Society']
36961,['Society', 'Arts', 'News', 'Science'],['Society']
36963,['Society', 'Arts', 'Science', 'Computers'],['Society']
36967,['Arts', 'Society', 'Computers', 'Sports'],['Society']
2946,['Recreation', 'Arts', 'Reference', 'Business'],['Arts', 'Home']
36969,['Society', 'Science', 'Computers', 'Reference'],['Society']
2959,['Recreation', 'Arts', 'Business', 'News'],['Arts']
36987,['Society', 'Computers', 'Shopping', 'Arts'],['Society']
2966,['Arts', 'Computers', 'Business', 'Society'],['Arts']
2972,['Computers', 'Recreation', 'Arts', 'Health'],['Arts']
2973,['Arts', 'Recreation', 'Home', 'Reference'],['Arts']
36998,['Society', 'Business', 'Shopping', 'Recreation'],['Society']
37002,['Society', 'Sports', 'News', 'Health'],['Society']
2986,['Arts', 'Recreation', 'Games', 'Health'],['Arts']
2988,['Home', 'Arts', 'Health', 'Business'],['Arts']
2989,['Arts', 'Business', 'Recreation', 'Reference'],['Arts']
37011,['Society', 'Reference', 'Arts', 'Computers'],['Society']
2995,['Arts', 'Recreation', 'Home', 'News'],['Arts']
37023,['Society', 'News', 'Business', 'Arts'],['Society']
3004,['Arts', 'Adult', 'Business', 'Recreation'],['Arts']
3005,['Arts', 'Recreation', 'News', 'Business'],['Arts']
