ref id,Predicted,Actual
57141,['Adult', 'Society', 'Arts', 'Reference'],['Adult']
35634,['Business', 'Science', 'Recreation', 'Computers'],['Business']
53327,['Computers', 'Health', 'Reference', 'Recreation'],['Health']
53675,['Business', 'Science', 'Recreation', 'Computers'],['Business']
25542,['Society', 'Science', 'Reference', 'Health'],['Society']
36508,['Business', 'Science', 'Computers', 'Recreation'],['Science']
7165,['Computers', 'Society', 'Reference', 'Science'],['Society']
22687,['Computers', 'Society', 'Health', 'Arts'],['Health']
46484,['Society', 'Reference', 'Recreation', 'Science'],['Society', 'Science']
6718,['Computers', 'Recreation', 'Science', 'Sports'],['Society']
12745,['Business', 'Computers', 'Science', 'Health'],['Business']
33898,['Health', 'Business', 'Reference', 'Society'],['Health']
40619,['Health', 'Recreation', 'Science', 'Arts'],['Health']
49658,['Reference', 'Health', 'Science', 'Society'],['Reference']
16663,['Science', 'Health', 'Business', 'Reference'],['Science']
20581,['Society', 'Health', 'Adult', 'Arts'],['Society']
33683,['Arts', 'Computers', 'Science', 'Business'],['Science']
27546,['Reference', 'Health', 'Science', 'Society'],['Reference']
5523,['Health', 'Business', 'Society', 'Computers'],['Health']
29705,['Society', 'Sports', 'Health', 'Games'],['Health']
46904,['Computers', 'Science', 'Business', 'Recreation'],['Science']
42608,['Health', 'Science', 'Recreation', 'Reference'],['Health']
38364,['Arts', 'Reference', 'Society', 'Computers'],['Arts']
42341,['Arts', 'Society', 'Reference', 'Computers'],['Arts']
11024,['Reference', 'Science', 'Health', 'Society'],['Reference']
34292,['Society', 'Arts', 'Sports', 'Health'],['Society']
4131,['Business', 'Science', 'Computers', 'Health'],['Business']
44369,['Health', 'Science', 'Society', 'Computers'],['Health']
36934,['Society', 'Arts', 'Sports', 'Business'],['Society']
14555,['Science', 'Business', 'Society', 'Computers'],['Society', 'Science']
44712,['Society', 'Arts', 'Reference', 'Science'],['Arts']
27827,['Health', 'Science', 'Society', 'Business'],['Health']
53281,['Business', 'Computers', 'Society', 'Shopping'],['Health']
2076,['Business', 'Science', 'Computers', 'Shopping'],['Science']
22930,['Arts', 'Society', 'Reference', 'Games'],['Arts']
16113,['Business', 'Science', 'Recreation', 'Computers'],['Business']
48268,['Health', 'Science', 'Reference', 'Society'],['Health']
58269,['Health', 'Science', 'Society', 'Business'],['Health']
50091,['Business', 'Science', 'Society', 'Computers'],['Science']
4819,['Business', 'Science', 'Recreation', 'Shopping'],['Business']
53123,['Health', 'Science', 'Society', 'Business'],['Science']
50574,['Business', 'Recreation', 'Computers', 'Science'],['Science']
35806,['Reference', 'Arts', 'Society', 'Science'],['Arts']
28008,['Health', 'Reference', 'Science', 'Arts'],['Reference']
8839,['Society', 'Reference', 'Health', 'Science'],['Arts']
50200,['Health', 'Science', 'Society', 'Recreation'],['Health']
48298,['Shopping', 'Sports', 'Society', 'Science'],['Arts']
47307,['Business', 'Sports', 'Health', 'Shopping'],['Health']
37791,['Health', 'Business', 'Science', 'Reference'],['Science']
31697,['Arts', 'Games', 'Shopping', 'Adult'],['Arts']
43281,['Society', 'Sports', 'Business', 'Recreation'],['Business']
2260,['Arts', 'Society', 'Games', 'Sports'],['Arts']
21771,['Recreation', 'Business', 'Games', 'Shopping'],['Shopping']
32931,['Reference', 'Science', 'Health', 'Sports'],['Reference']
446,['Arts', 'Sports', 'Games', 'Society'],['Arts']
58846,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
11746,['Health', 'Business', 'Society', 'Sports'],['Health']
38811,['Business', 'Computers', 'Science', 'Recreation'],['Business']
8417,['Health', 'Science', 'Society', 'Sports'],['Health']
24379,['Shopping', 'Recreation', 'Games', 'Business'],['Shopping']
7329,['Society', 'Arts', 'Adult', 'Computers'],['Society']
34265,['Health', 'Society', 'Science', 'Reference'],['Health']
13020,['Society', 'Health', 'Arts', 'Adult'],['Health']
35929,['Games', 'Arts', 'Recreation', 'Shopping'],['Arts']
40712,['Reference', 'Health', 'Science', 'Computers'],['Reference']
25856,['Health', 'Society', 'Sports', 'Business'],['Health']
3202,['Health', 'Business', 'Sports', 'Computers'],['Health']
6582,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
54843,['Shopping', 'Business', 'Recreation', 'Arts'],['Shopping']
38311,['Society', 'Sports', 'Recreation', 'Arts'],['Arts']
6331,['Recreation', 'Business', 'Reference', 'Games'],['Shopping']
31127,['Arts', 'Recreation', 'Games', 'Society'],['Arts']
13548,['Health', 'Science', 'Society', 'Reference'],['Health']
33628,['Business', 'Computers', 'Shopping', 'Science'],['Shopping']
25514,['Health', 'Business', 'Society', 'Computers'],['Health']
54746,['Business', 'Recreation', 'Shopping', 'Society'],['Shopping']
4190,['Games', 'Arts', 'Computers', 'Recreation'],['Health']
23485,['Business', 'Science', 'Computers', 'Recreation'],['Business']
32344,['Recreation', 'Business', 'Science', 'Reference'],['Business']
52765,['Science', 'Recreation', 'Arts', 'Reference'],['Science']
2629,['Health', 'Society', 'Business', 'Computers'],['Health']
38419,['Health', 'Recreation', 'Arts', 'Adult'],['Health']
11671,['Shopping', 'Recreation', 'Games', 'Arts'],['Shopping']
32642,['Business', 'Recreation', 'Science', 'Games'],['Business']
27090,['Business', 'Computers', 'Science', 'Reference'],['Science']
47312,['Science', 'Reference', 'Society', 'Sports'],['Shopping']
32375,['Health', 'Society', 'Science', 'Reference'],['Health']
22415,['Society', 'Computers', 'Business', 'Arts'],['Arts']
1133,['Recreation', 'Business', 'Reference', 'Arts'],['Shopping']
32108,['Health', 'Recreation', 'Reference', 'Science'],['Health']
39559,['Society', 'Health', 'Arts', 'Adult'],['Society']
17283,['Reference', 'Health', 'Science', 'Society'],['Reference', 'Science']
8709,['Arts', 'Reference', 'Shopping', 'Business'],['Shopping']
51359,['Adult', 'Society', 'Sports', 'Shopping'],['Society']
6523,['Business', 'Health', 'Shopping', 'Science'],['Business']
33616,['Society', 'Adult', 'Arts', 'Health'],['Society']
5453,['Health', 'Arts', 'Adult', 'Recreation'],['Health']
32742,['Recreation', 'Reference', 'Games', 'Computers'],['Business']
36761,['Society', 'Health', 'Adult', 'Arts'],['Society']
24483,['Business', 'Computers', 'Arts', 'Recreation'],['Science']
12828,['Reference', 'Science', 'Computers', 'Health'],['Science']
8779,['Science', 'Society', 'Arts', 'Health'],['Science']
37288,['Arts', 'Shopping', 'Business', 'Society'],['Arts']
47172,['Arts', 'Society', 'Business', 'Recreation'],['Arts']
57741,['Health', 'Recreation', 'Business', 'Science'],['Health']
17259,['Computers', 'Business', 'Science', 'Reference'],['Computers', 'Science', 'Business']
49984,['Business', 'Health', 'Science', 'Society'],['Business']
5342,['Health', 'Science', 'Recreation', 'Business'],['Health']
13235,['Health', 'Sports', 'Society', 'Shopping'],['Health']
57022,['Health', 'Business', 'Science', 'Recreation'],['Health']
33597,['Business', 'Recreation', 'Science', 'Health'],['Business']
42744,['Health', 'Society', 'Business', 'Science'],['Health']
12911,['Computers', 'Science', 'Recreation', 'Games'],['Science']
45166,['Health', 'Business', 'Science', 'Recreation'],['Health']
21699,['Shopping', 'Arts', 'Recreation', 'Business'],['Arts']
29767,['Science', 'Computers', 'Reference', 'Games'],['Science']
28687,['Arts', 'Society', 'Shopping', 'Computers'],['Arts']
38306,['Arts', 'Reference', 'Society', 'Science'],['Arts']
415,['Society', 'Sports', 'Shopping', 'Science'],['Health']
40426,['Shopping', 'Business', 'Recreation', 'Sports'],['Shopping']
562,['Health', 'Society', 'Science', 'Reference'],['Health']
16606,['Shopping', 'Arts', 'Games', 'Society'],['Arts']
35930,['Computers', 'Shopping', 'Business', 'Games'],['Business']
8469,['Sports', 'Arts', 'Adult', 'Society'],['Society']
31546,['Health', 'Sports', 'Society', 'Shopping'],['Health']
23358,['Health', 'Science', 'Society', 'Computers'],['Health']
52181,['Shopping', 'Computers', 'Business', 'Sports'],['Shopping']
47110,['Games', 'Society', 'Arts', 'Shopping'],['Society']
15853,['Shopping', 'Recreation', 'Games', 'Business'],['Shopping']
38486,['Health', 'Recreation', 'Business', 'Reference'],['Business']
30006,['Society', 'Games', 'Recreation', 'Shopping'],['Arts']
13255,['Arts', 'Games', 'Recreation', 'Society'],['Health']
9198,['Shopping', 'Business', 'Arts', 'Sports'],['Shopping']
36715,['Health', 'Society', 'Science', 'Reference'],['Health']
54966,['Computers', 'Business', 'Recreation', 'Arts'],['Business']
29345,['Business', 'Computers', 'Science', 'Health'],['Business']
41503,['Health', 'Shopping', 'Sports', 'Society'],['Shopping']
31232,['Recreation', 'Shopping', 'Games', 'Business'],['Shopping']
50775,['Recreation', 'Reference', 'Games', 'Science'],['Shopping']
42340,['Arts', 'Computers', 'Business', 'Science'],['Health']
21721,['Science', 'Health', 'Society', 'Reference'],['Health', 'Science']
45072,['Shopping', 'Business', 'Arts', 'Health'],['Business']
432,['Recreation', 'Games', 'Health', 'Arts'],['Health']
24669,['Society', 'Health', 'Arts', 'Recreation'],['Health']
51963,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
12416,['Arts', 'Games', 'Computers', 'Recreation'],['Health']
21997,['Society', 'Arts', 'Recreation', 'Business'],['Society']
30561,['Shopping', 'Recreation', 'Arts', 'Games'],['Shopping']
25538,['Arts', 'Sports', 'Games', 'Society'],['Arts']
47632,['Business', 'Recreation', 'Shopping', 'Science'],['Shopping']
32907,['Arts', 'Health', 'Recreation', 'Science'],['Health']
57798,['Business', 'Science', 'Computers', 'Reference'],['Business']
2378,['Shopping', 'Business', 'Adult', 'Recreation'],['Shopping']
37166,['Business', 'Health', 'Science', 'Reference'],['Business']
58526,['Shopping', 'Computers', 'Business', 'Arts'],['Shopping']
12699,['Shopping', 'Computers', 'Business', 'Science'],['Shopping']
33020,['Business', 'Recreation', 'Science', 'Computers'],['Shopping']
4171,['Recreation', 'Games', 'Computers', 'Arts'],['Health']
44958,['Society', 'Arts', 'Recreation', 'Sports'],['Society']
34445,['Games', 'Recreation', 'Adult', 'Computers'],['Shopping']
21860,['Recreation', 'Games', 'Health', 'Reference'],['Health']
25216,['Health', 'Science', 'Business', 'Recreation'],['Health']
24766,['Health', 'Recreation', 'Arts', 'Society'],['Health']
12746,['Health', 'Science', 'Recreation', 'Arts'],['Health']
50150,['Arts', 'Computers', 'Recreation', 'Games'],['Society']
58560,['Reference', 'Business', 'Arts', 'Computers'],['Business']
291,['Society', 'Recreation', 'Business', 'Health'],['Business']
4776,['Science', 'Reference', 'Health', 'Computers'],['Science', 'Business']
38636,['Recreation', 'Business', 'Computers', 'Science'],['Recreation']
16551,['Health', 'Science', 'Society', 'Reference'],['Health']
24817,['Arts', 'Reference', 'Games', 'Society'],['Business']
25363,['Health', 'Society', 'Sports', 'Shopping'],['Health']
8552,['Computers', 'Science', 'Reference', 'Business'],['Business']
9437,['Games', 'Recreation', 'Science', 'Reference'],['Shopping']
3721,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
10805,['Society', 'Health', 'Adult', 'Arts'],['Society']
8975,['Sports', 'Health', 'Society', 'Arts'],['Health']
265,['Science', 'Business', 'Recreation', 'Reference'],['Science']
48143,['Shopping', 'Sports', 'Business', 'Games'],['Shopping']
8156,['Shopping', 'Business', 'Arts', 'Recreation'],['Arts']
53833,['Business', 'Reference', 'Science', 'Computers'],['Business']
2932,['Health', 'Society', 'Business', 'Science'],['Health']
59056,['Recreation', 'Games', 'Business', 'Shopping'],['Shopping']
43309,['Recreation', 'Games', 'Science', 'Reference'],['Shopping']
37917,['Society', 'Health', 'Business', 'Arts'],['Health']
16361,['Arts', 'Sports', 'Society', 'Shopping'],['Health']
13271,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
8544,['Shopping', 'Business', 'Society', 'Computers'],['Business']
17434,['Society', 'Health', 'Arts', 'Adult'],['Society']
24046,['Health', 'Society', 'Science', 'Business'],['Health']
27982,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
12627,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
1988,['Recreation', 'Arts', 'Society', 'Games'],['Shopping']
12519,['Arts', 'Society', 'Shopping', 'Reference'],['Arts']
20606,['Shopping', 'Arts', 'Society', 'Sports'],['Arts']
50425,['Society', 'Business', 'Recreation', 'Health'],['Business']
35247,['Society', 'Sports', 'Arts', 'Recreation'],['Health']
26175,['Recreation', 'Reference', 'Games', 'Arts'],['Shopping']
53114,['Society', 'Health', 'Reference', 'Recreation'],['Society']
14562,['Arts', 'Society', 'Recreation', 'Games'],['Arts']
36511,['Recreation', 'Reference', 'Games', 'Science'],['Reference']
35999,['Society', 'Health', 'Adult', 'Arts'],['Society']
50027,['Reference', 'Recreation', 'Health', 'Arts'],['Society']
14980,['Society', 'Health', 'Reference', 'Computers'],['Society']
24718,['Business', 'Science', 'Health', 'Recreation'],['Society']
53449,['Reference', 'Business', 'Computers', 'Society'],['Business']
30081,['Society', 'Sports', 'Games', 'Recreation'],['Society']
36408,['Games', 'Computers', 'Sports', 'Arts'],['Arts']
42902,['Society', 'Health', 'Arts', 'Reference'],['Society']
16250,['Society', 'Reference', 'Science', 'Computers'],['Society']
7738,['Computers', 'Science', 'Reference', 'Health'],['Arts']
15326,['Games', 'Arts', 'Adult', 'Computers'],['Games', 'Business']
27307,['Arts', 'Society', 'Computers', 'Reference'],['Society']
50522,['Business', 'Science', 'Computers', 'Health'],['Business']
29011,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35825,['Society', 'Arts', 'Sports', 'Adult'],['Society']
15095,['Society', 'Arts', 'Sports', 'Shopping'],['Society']
31928,['Recreation', 'Reference', 'Science', 'Arts'],['Science']
31626,['Arts', 'Society', 'Games', 'Computers'],['Arts']
2517,['Recreation', 'Shopping', 'Society', 'Health'],['Society']
23418,['Arts', 'Health', 'Business', 'Society'],['Society']
58739,['Society', 'Arts', 'Sports', 'Games'],['Society']
39088,['Shopping', 'Business', 'Recreation', 'Adult'],['Shopping']
16094,['Shopping', 'Games', 'Computers', 'Adult'],['Shopping']
17137,['Computers', 'Recreation', 'Business', 'Science'],['Shopping']
54890,['Recreation', 'Business', 'Sports', 'Science'],['Sports']
54712,['Society', 'Health', 'Business', 'Science'],['Society']
32289,['Arts', 'Computers', 'Reference', 'Science'],['Arts']
55391,['Adult', 'Arts', 'Recreation', 'Society'],['Society']
12497,['Society', 'Computers', 'Arts', 'Health'],['Health']
44545,['Games', 'Reference', 'Recreation', 'Science'],['Sports']
33374,['Business', 'Health', 'Recreation', 'Reference'],['Shopping']
50897,['Recreation', 'Games', 'Sports', 'Society'],['Sports']
33821,['Society', 'Health', 'Business', 'Science'],['Society']
41594,['Society', 'Health', 'Reference', 'Arts'],['Society']
42869,['Business', 'Reference', 'Health', 'Computers'],['Business']
2399,['Business', 'Health', 'Reference', 'Recreation'],['Business']
35259,['Recreation', 'Arts', 'Science', 'Reference'],['Recreation']
58933,['Sports', 'Games', 'Recreation', 'Arts'],['Sports']
40567,['Sports', 'Games', 'Society', 'Recreation'],['Society']
41242,['Adult', 'Society', 'Sports', 'Arts'],['Society']
33800,['Arts', 'Society', 'Reference', 'Adult'],['Arts']
15434,['Health', 'Shopping', 'Business', 'Society'],['Health']
48330,['Business', 'Health', 'Science', 'Recreation'],['Business']
12180,['Society', 'Adult', 'Computers', 'Arts'],['Society']
32141,['Business', 'Computers', 'Health', 'Reference'],['Business']
26370,['Arts', 'Recreation', 'Society', 'Reference'],['Society']
44465,['Society', 'Arts', 'Reference', 'Health'],['Arts']
44864,['Business', 'Science', 'Society', 'Reference'],['Business']
29197,['Business', 'Reference', 'Recreation', 'Computers'],['Business']
50542,['Health', 'Recreation', 'Society', 'Sports'],['Recreation']
6306,['Business', 'Shopping', 'Arts', 'Computers'],['Society']
15944,['Adult', 'Shopping', 'Society', 'Business'],['Society']
50576,['Health', 'Society', 'Business', 'Science'],['Health']
24164,['Society', 'Adult', 'Shopping', 'Arts'],['Society']
53350,['Health', 'Society', 'Recreation', 'Adult'],['Society']
