ref id,Predicted,Actual
34079,['Society', 'Shopping', 'Recreation', 'Sports'],['Shopping']
1919,['Adult', 'Computers', 'Business', 'Arts'],['Adult']
35935,['Society', 'Business', 'Recreation', 'Reference'],['Society']
35936,['Society', 'Business', 'Home', 'Arts'],['Society']
1925,['Computers', 'Health', 'Recreation', 'Games'],['Adult']
1935,['Games', 'Recreation', 'Computers', 'Arts'],['Adult']
35952,['Society', 'Science', 'Shopping', 'Business'],['Society']
35954,['Society', 'Arts', 'Business', 'Health'],['Society']
1942,['Adult', 'Computers', 'Business', 'Arts'],['Adult']
35958,['Society', 'Reference', 'Arts', 'Business'],['Society']
35964,['Society', 'Business', 'News', 'Reference'],['Society']
35972,['Society', 'Business', 'Shopping', 'Computers'],['Society']
35975,['Society', 'Business', 'Computers', 'News'],['Society']
35976,['Society', 'Recreation', 'Arts', 'Shopping'],['Society']
1964,['Shopping', 'Adult', 'Recreation', 'Sports'],['Adult']
1970,['Adult', 'Computers', 'Business', 'Recreation'],['Adult']
1972,['Adult', 'Business', 'Recreation', 'Health'],['Adult']
35993,['Business', 'Society', 'Computers', 'Shopping'],['Society']
1979,['Adult', 'Business', 'Recreation', 'Home'],['Adult']
36002,['Business', 'Society', 'Shopping', 'Computers'],['Society']
2001,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
2002,['Adult', 'Recreation', 'Business', 'Shopping'],['Adult']
2003,['Computers', 'Shopping', 'Home', 'Business'],['Adult']
36029,['Society', 'Shopping', 'Health', 'Business'],['Society']
2027,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
2028,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
36042,['Society', 'Business', 'Science', 'Computers'],['Society']
2039,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
36054,['Society', 'Business', 'Computers', 'Health'],['Society']
36061,['Society', 'Health', 'Business', 'Home'],['Society']
36074,['Society', 'Shopping', 'Recreation', 'Sports'],['Society']
2062,['Recreation', 'Business', 'Computers', 'Arts'],['Recreation']
2063,['Recreation', 'Business', 'Games', 'Arts'],['Recreation']
2069,['Recreation', 'Business', 'Health', 'Computers'],['Recreation']
36087,['Shopping', 'Arts', 'Society', 'Business'],['Society']
2074,['Recreation', 'Business', 'Sports', 'Health'],['Recreation']
36096,['Society', 'Science', 'Health', 'Arts'],['Society']
2092,['Business', 'Computers', 'Recreation', 'Arts'],['Adult']
36108,['Society', 'Business', 'Shopping', 'Recreation'],['Society']
36114,['Society', 'Shopping', 'Recreation', 'Business'],['Society']
36115,['Health', 'Society', 'Arts', 'Business'],['Society']
36116,['Health', 'Society', 'Shopping', 'Business'],['Society']
36121,['Society', 'Shopping', 'Health', 'Sports'],['Society']
2108,['Adult', 'Arts', 'Recreation', 'Games'],['Adult']
36122,['Society', 'Computers', 'Business', 'Shopping'],['Society']
2126,['Recreation', 'Adult', 'Computers', 'Shopping'],['Adult']
2127,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
36144,['Society', 'Sports', 'Shopping', 'Business'],['Society']
36146,['Society', 'Business', 'Arts', 'Computers'],['Society']
2133,['Adult', 'Business', 'Computers', 'Arts'],['Adult']
36147,['Business', 'Shopping', 'Recreation', 'Computers'],['Society']
36152,['Computers', 'Business', 'Society', 'Shopping'],['Society']
36159,['Health', 'Sports', 'Computers', 'Society'],['Society']
36162,['Shopping', 'Business', 'Computers', 'Society'],['Society']
36164,['Society', 'Sports', 'Business', 'Shopping'],['Society']
36165,['Society', 'Shopping', 'Business', 'Recreation'],['Society']
36167,['Society', 'Health', 'Home', 'Arts'],['Society']
2155,['Adult', 'Recreation', 'Arts', 'Sports'],['Adult']
36174,['Society', 'Shopping', 'Recreation', 'Business'],['Society']
2164,['Adult', 'Business', 'Recreation', 'Computers'],['Adult']
2171,['Adult', 'Business', 'Computers', 'Recreation'],['Adult']
36190,['Society', 'Business', 'Shopping', 'Health'],['Society']
2182,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
2184,['Recreation', 'Business', 'Computers', 'Arts'],['Adult']
36211,['Society', 'Shopping', 'Recreation', 'Business'],['Society']
36220,['Recreation', 'Shopping', 'Society', 'Business'],['Society']
2211,['Computers', 'Adult', 'Business', 'Games'],['Adult']
2212,['Adult', 'Computers', 'Games', 'Business'],['Adult']
2213,['Computers', 'Shopping', 'Home', 'Business'],['Adult']
2214,['Adult', 'Recreation', 'Shopping', 'Arts'],['Adult']
2219,['Adult', 'Recreation', 'Computers', 'Arts'],['Adult']
36238,['Business', 'Society', 'Shopping', 'Computers'],['Society']
36239,['Shopping', 'Society', 'Recreation', 'Reference'],['Society']
36244,['Business', 'Recreation', 'Shopping', 'Sports'],['Society']
2234,['Adult', 'Recreation', 'Computers', 'Arts'],['Adult']
36252,['Society', 'Business', 'Shopping', 'Computers'],['Society']
36253,['Health', 'Society', 'Business', 'Shopping'],['Society']
2240,['Adult', 'Recreation', 'Reference', 'Business'],['Adult']
2244,['Adult', 'Recreation', 'Arts', 'Business'],['Adult']
36262,['Society', 'Business', 'Recreation', 'Computers'],['Society']
36274,['Society', 'Health', 'Recreation', 'Business'],['Society']
36277,['Business', 'Shopping', 'Sports', 'Recreation'],['Society']
2271,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
2272,['Society', 'Arts', 'Recreation', 'Shopping'],['Adult']
2273,['Adult', 'Recreation', 'Arts', 'Business'],['Adult']
36299,['Business', 'Society', 'Shopping', 'Sports'],['Society']
2286,['Adult', 'Computers', 'Business', 'Recreation'],['Adult']
2287,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
2289,['Adult', 'Arts', 'Recreation', 'Business'],['Adult']
2301,['Adult', 'Society', 'Arts', 'Shopping'],['Adult']
36315,['Society', 'Recreation', 'Science', 'Business'],['Society']
36327,['Society', 'Business', 'Computers', 'Science'],['Society']
2318,['Arts', 'Computers', 'Business', 'Shopping'],['Adult']
2325,['Adult', 'Recreation', 'News', 'Arts'],['Adult']
36349,['Society', 'Business', 'Health', 'Arts'],['Society']
36356,['Society', 'Business', 'Computers', 'Sports'],['Society']
2342,['Adult', 'Recreation', 'Society', 'Arts'],['Adult']
36358,['Computers', 'Business', 'Society', 'Shopping'],['Society']
2358,['Recreation', 'Arts', 'Business', 'Computers'],['Adult']
36373,['Society', 'Business', 'Computers', 'Shopping'],['Society']
2360,['Recreation', 'Arts', 'Adult', 'Business'],['Adult']
36379,['Computers', 'Society', 'Business', 'Shopping'],['Society']
2370,['Adult', 'Recreation', 'Arts', 'Computers'],['Adult']
2372,['Adult', 'Computers', 'Recreation', 'Arts'],['Adult']
36388,['Society', 'Sports', 'Shopping', 'Business'],['Society']
36392,['Shopping', 'Business', 'Recreation', 'Society'],['Society']
36397,['Shopping', 'Reference', 'Business', 'Arts'],['Society']
2390,['Adult', 'Recreation', 'Business', 'Arts'],['Adult']
36409,['Society', 'Home', 'Recreation', 'Science'],['Society']
2398,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
36432,['Society', 'Health', 'Home', 'Sports'],['Society']
2417,['Adult', 'Recreation', 'Sports', 'Shopping'],['Adult']
2423,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
36440,['Society', 'Health', 'Recreation', 'Home'],['Society']
36442,['Society', 'Shopping', 'Home', 'Arts'],['Society']
36446,['Society', 'Home', 'Business', 'Recreation'],['Society']
36450,['Society', 'Home', 'Recreation', 'Health'],['Society']
36454,['Society', 'Business', 'Arts', 'Health'],['Society']
36462,['Society', 'Shopping', 'Business', 'Arts'],['Society']
2447,['Adult', 'Recreation', 'Business', 'Society'],['Adult']
36468,['Society', 'Business', 'Sports', 'Computers'],['Society']
36471,['Society', 'Adult', 'Business', 'Arts'],['Society']
36477,['Society', 'Business', 'Shopping', 'Recreation'],['Society']
2464,['Adult', 'Recreation', 'Home', 'Computers'],['Adult']
36488,['Society', 'Business', 'Computers', 'Arts'],['Society']
2476,['Adult', 'Recreation', 'Sports', 'Business'],['Adult']
36492,['Society', 'Recreation', 'Shopping', 'Business'],['Society']
36495,['Society', 'Arts', 'Recreation', 'Business'],['Society']
2486,['Arts', 'News', 'Adult', 'Reference'],['Adult']
2490,['Adult', 'Business', 'Shopping', 'Computers'],['Adult']
36508,['Society', 'Adult', 'Arts', 'Shopping'],['Society']
36509,['Society', 'Shopping', 'Business', 'Arts'],['Society']
36510,['Society', 'Arts', 'News', 'Business'],['Society']
2495,['Adult', 'Recreation', 'Business', 'Health'],['Adult']
36513,['Society', 'Business', 'Computers', 'Shopping'],['Society']
36518,['Society', 'Business', 'Arts', 'Shopping'],['Society']
2503,['Recreation', 'Adult', 'Business', 'Arts'],['Adult']
36523,['Society', 'Arts', 'Shopping', 'Computers'],['Society']
36524,['Society', 'Shopping', 'Recreation', 'Business'],['Society']
2508,['Adult', 'Shopping', 'Business', 'Recreation'],['Adult']
36533,['Society', 'Shopping', 'Arts', 'Reference'],['Society']
36534,['Society', 'Computers', 'Shopping', 'Business'],['Society']
2522,['Adult', 'Recreation', 'Reference', 'Health'],['Adult']
2525,['Business', 'Adult', 'Shopping', 'Home'],['Adult']
36544,['Society', 'Home', 'Arts', 'Health'],['Society']
36549,['Society', 'Shopping', 'Arts', 'Business'],['Society']
36552,['Society', 'Shopping', 'Business', 'Recreation'],['Society']
2538,['Adult', 'Business', 'Shopping', 'Recreation'],['Adult']
36561,['Society', 'Computers', 'Shopping', 'Sports'],['Society']
2549,['Adult', 'Shopping', 'Business', 'Reference'],['Adult']
2552,['Adult', 'Shopping', 'Business', 'Recreation'],['Adult']
2553,['Adult', 'Recreation', 'Business', 'Reference'],['Adult']
36571,['Shopping', 'Business', 'Computers', 'Games'],['Society']
36573,['Society', 'Business', 'Computers', 'Arts'],['Society']
36580,['Society', 'Sports', 'Recreation', 'Business'],['Society']
36583,['Society', 'Shopping', 'Computers', 'Arts'],['Society']
36585,['Society', 'Business', 'Arts', 'Computers'],['Society']
2569,['Shopping', 'Business', 'Computers', 'Adult'],['Adult']
36589,['Society', 'Computers', 'Business', 'Health'],['Society']
2573,['Arts', 'Recreation', 'Shopping', 'Business'],['Adult']
36604,['Society', 'Shopping', 'Business', 'Arts'],['Society']
36610,['Society', 'Business', 'Shopping', 'Computers'],['Society']
36615,['Science', 'Business', 'Society', 'Computers'],['Society']
2599,['Adult', 'Recreation', 'Home', 'Business'],['Adult']
2604,['Adult', 'Recreation', 'Health', 'Business'],['Adult']
36623,['Society', 'Computers', 'Arts', 'Business'],['Society']
2608,['Adult', 'Business', 'Shopping', 'Recreation'],['Adult']
2621,['Adult', 'Shopping', 'Business', 'Recreation'],['Adult']
2622,['Shopping', 'Computers', 'Business', 'Recreation'],['Adult']
2625,['Recreation', 'Arts', 'Business', 'Adult'],['Adult']
36645,['Society', 'Shopping', 'Recreation', 'Arts'],['Society']
2628,['Adult', 'Business', 'Recreation', 'Health'],['Adult']
36648,['Shopping', 'Recreation', 'Business', 'Society'],['Society']
36651,['Society', 'Arts', 'Shopping', 'Business'],['Society']
2634,['Recreation', 'Arts', 'Health', 'Society'],['Adult']
36655,['Business', 'Society', 'Computers', 'Shopping'],['Society']
2640,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
36660,['Shopping', 'Recreation', 'Business', 'Computers'],['Society']
2643,['Adult', 'Recreation', 'Health', 'Games'],['Adult']
36662,['Society', 'Sports', 'Computers', 'Arts'],['Society']
2646,['Adult', 'Society', 'Recreation', 'Business'],['Adult']
2649,['Adult', 'Recreation', 'Arts', 'Home'],['Adult']
2650,['Adult', 'Recreation', 'Business', 'Reference'],['Adult']
36668,['Arts', 'Recreation', 'Sports', 'Shopping'],['Society']
2654,['Adult', 'Recreation', 'Arts', 'Computers'],['Adult']
36680,['Health', 'Society', 'Home', 'Shopping'],['Society']
36684,['Computers', 'Society', 'Business', 'Arts'],['Society']
36685,['Society', 'Business', 'Reference', 'Recreation'],['Society']
36688,['Society', 'Computers', 'Arts', 'Sports'],['Society']
2670,['News', 'Arts', 'Recreation', 'Adult'],['Adult']
2684,['Adult', 'Recreation', 'Computers', 'Business'],['Adult']
36707,['Shopping', 'Business', 'Recreation', 'Society'],['Society']
36711,['Society', 'Computers', 'Business', 'Shopping'],['Society']
36715,['Society', 'Arts', 'Sports', 'Health'],['Society']
2699,['Adult', 'Recreation', 'Business', 'Arts'],['Adult']
2700,['Adult', 'Recreation', 'Business', 'Arts'],['Adult']
36726,['Business', 'Computers', 'Arts', 'Society'],['Society']
2711,['Adult', 'Recreation', 'Society', 'Business'],['Adult']
36734,['Society', 'Computers', 'Recreation', 'Sports'],['Society']
2724,['Adult', 'Recreation', 'Arts', 'Business'],['Adult']
36745,['Society', 'Business', 'Shopping', 'Home'],['Society']
2727,['Adult', 'Arts', 'Recreation', 'Business'],['Adult']
2728,['Adult', 'Society', 'Business', 'Recreation'],['Adult']
2730,['Adult', 'Games', 'Recreation', 'Arts'],['Adult']
2734,['Adult', 'Health', 'Computers', 'Arts'],['Adult']
36758,['Society', 'Business', 'Arts', 'Recreation'],['Society']
36764,['Society', 'Health', 'Home', 'Business'],['Society']
2749,['Games', 'Arts', 'Sports', 'Computers'],['Arts']
36769,['Society', 'Business', 'News', 'Home'],['Society']
2752,['Shopping', 'Recreation', 'Business', 'Computers'],['Arts']
2754,['Arts', 'Recreation', 'Business', 'Computers'],['Arts']
2756,['Arts', 'Business', 'Computers', 'Society'],['Computers', 'Arts']
36780,['Society', 'Recreation', 'Arts', 'Sports'],['Society']
2762,['Computers', 'Arts', 'Business', 'News'],['Arts']
36784,['Society', 'Shopping', 'Business', 'Health'],['Society']
36786,['Society', 'Sports', 'Business', 'Home'],['Society']
36789,['Society', 'Computers', 'Arts', 'Business'],['Society']
36791,['Society', 'Health', 'Business', 'Shopping'],['Society']
36795,['Society', 'Science', 'Sports', 'Business'],['Society']
2776,['Arts', 'Business', 'Computers', 'Recreation'],['Arts']
2783,['Arts', 'Business', 'Recreation', 'Sports'],['Arts']
2786,['Arts', 'Recreation', 'Computers', 'Business'],['Arts']
36809,['Society', 'Health', 'Home', 'Business'],['Society']
36810,['Recreation', 'Society', 'Business', 'Shopping'],['Society']
2796,['Arts', 'Business', 'Recreation', 'Sports'],['Arts']
2805,['Arts', 'Business', 'Recreation', 'Sports'],['Arts']
2808,['Arts', 'Business', 'Computers', 'Recreation'],['Arts']
36828,['Society', 'Reference', 'Arts', 'Business'],['Society']
36833,['Society', 'Health', 'Business', 'Computers'],['Society']
36844,['Society', 'Recreation', 'Business', 'Computers'],['Society']
36846,['Society', 'Shopping', 'Business', 'Sports'],['Society']
36849,['Society', 'Business', 'Health', 'Science'],['Society']
2832,['Arts', 'Business', 'Recreation', 'Computers'],['Arts']
36865,['Society', 'Business', 'News', 'Shopping'],['Society']
36866,['Business', 'Society', 'Sports', 'Science'],['Society']
2846,['Games', 'Arts', 'Recreation', 'Business'],['Games', 'Arts']
36868,['Society', 'Science', 'Business', 'Recreation'],['Society']
2850,['Computers', 'Science', 'Business', 'Arts'],['Arts']
2852,['Arts', 'Business', 'Recreation', 'Sports'],['Arts']
36878,['Society', 'Health', 'Sports', 'Business'],['Society']
2858,['Arts', 'Recreation', 'Computers', 'Society'],['Arts']
36884,['Society', 'Health', 'Shopping', 'Recreation'],['Society']
36885,['Society', 'Sports', 'Health', 'Business'],['Society']
2867,['Computers', 'Recreation', 'Business', 'Arts'],['Games', 'Arts']
2869,['Games', 'Arts', 'Recreation', 'Adult'],['Arts']
36900,['Computers', 'Society', 'Business', 'Shopping'],['Society']
2891,['Arts', 'Business', 'Computers', 'Recreation'],['Arts']
36915,['Society', 'Computers', 'Arts', 'Business'],['Society']
2894,['Health', 'Business', 'Arts', 'Society'],['Business', 'Arts']
2899,['Health', 'Arts', 'Science', 'Computers'],['Arts']
2907,['Business', 'Shopping', 'Recreation', 'Arts'],['Arts']
36937,['Society', 'Science', 'Business', 'Computers'],['Society']
2925,['Arts', 'Recreation', 'Business', 'Science'],['Arts']
36949,['Society', 'Arts', 'Science', 'Computers'],['Society']
36952,['Society', 'Computers', 'Sports', 'Home'],['Society']
2942,['Arts', 'Business', 'Science', 'Reference'],['Arts']
36964,['Computers', 'Business', 'Shopping', 'Recreation'],['Society']
36965,['Society', 'Business', 'Shopping', 'Recreation'],['Society']
2945,['Business', 'Arts', 'Recreation', 'Computers'],['Arts']
36970,['Health', 'Society', 'Business', 'Computers'],['Society']
2950,['Reference', 'Arts', 'Computers', 'Recreation'],['Arts']
2951,['Arts', 'Recreation', 'Reference', 'Home'],['Arts']
36972,['Arts', 'Society', 'Reference', 'Science'],['Society']
36976,['Society', 'Sports', 'Computers', 'Recreation'],['Society']
2962,['Arts', 'Recreation', 'Business', 'Health'],['Arts']
36988,['Society', 'Business', 'Science', 'Computers'],['Society']
