ref id,Predicted,Actual
0,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
35896,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
1882,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
1886,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
35908,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
1899,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
1903,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
35918,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
35925,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
1917,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
1923,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
35941,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
35945,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
1937,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
35952,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
35956,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
1942,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
1943,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
1946,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
1952,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
1956,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
35976,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
1963,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
35987,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
35991,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
35994,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
1982,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
35999,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36002,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
1988,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
1995,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2000,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2009,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2011,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2015,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2020,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36040,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36044,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2034,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2042,['Health', 'Shopping', 'Recreation', 'Games'],['Recreation']
36060,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2051,['Health', 'Shopping', 'Recreation', 'Games'],['Shopping']
36067,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36068,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2057,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36072,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2075,['Health', 'Shopping', 'Recreation', 'Games'],['Recreation']
36092,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36104,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2095,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2097,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2099,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2105,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2106,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2107,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36121,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2111,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2117,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36134,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36140,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2132,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2133,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36151,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36152,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2141,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2142,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36163,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36166,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2160,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2162,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36184,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36197,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36204,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36207,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36210,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2200,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36218,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36223,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2217,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2220,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2221,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36239,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2236,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2237,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2242,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36260,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36263,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2258,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36280,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2267,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2268,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2281,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2283,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2290,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36308,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2297,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36315,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36323,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36333,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2321,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2324,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2329,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36353,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2342,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36362,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36366,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2355,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2357,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2377,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36394,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2388,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2394,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2397,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36414,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2407,['Health', 'Shopping', 'Recreation', 'Games'],['Adult', 'Society']
2416,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2417,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2418,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36432,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36438,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2430,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36446,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36448,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2435,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2436,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2443,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2446,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2447,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2448,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2450,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2452,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36478,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2464,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2476,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36493,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2481,['Health', 'Shopping', 'Recreation', 'Games'],['Adult', 'Recreation']
2487,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36505,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2493,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2495,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2501,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36520,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2506,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36524,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36526,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2514,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2515,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2516,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2517,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2518,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36537,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2521,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2522,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36540,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2524,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2525,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2526,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2528,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36546,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2532,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36562,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36565,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2548,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2549,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36580,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36582,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2566,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2568,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36590,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36597,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36599,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2583,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2589,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2594,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2606,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36627,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36629,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2612,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2613,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36631,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2624,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2631,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2638,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36663,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2654,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2663,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36685,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2668,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2674,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2686,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36705,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2689,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36708,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36715,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2699,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36719,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36721,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36727,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36728,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2714,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2721,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2722,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
2728,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36751,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36752,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2735,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36755,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36756,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36757,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36760,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2742,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
36769,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2750,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
2753,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
2756,['Health', 'Shopping', 'Recreation', 'Games'],['Arts', 'Computers']
36780,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36791,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2775,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
2779,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
36801,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36803,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2784,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
36804,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2790,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
2794,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
36816,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36821,['Computers', 'Business', 'News', 'Arts'],['Society']
36824,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2805,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
2806,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
36831,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2812,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
36835,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36838,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2819,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
2827,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
2833,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
2838,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
2839,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
2842,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
36869,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2851,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
2853,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
36879,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36884,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2864,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
36888,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36891,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2872,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
36897,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2878,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
2891,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
36917,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36918,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2897,['Health', 'Shopping', 'Recreation', 'Games'],['Arts', 'Reference', 'Recreation', 'Home']
36923,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2909,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
36933,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2913,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
36949,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2929,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
36954,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2937,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
36960,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36961,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36963,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
36967,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2946,['Health', 'Shopping', 'Recreation', 'Games'],['Arts', 'Home']
36969,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2959,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
36987,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2966,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
2972,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
2973,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
36998,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
37002,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2986,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
2988,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
2989,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
37011,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
2995,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
37023,['Health', 'Shopping', 'Recreation', 'Games'],['Society']
3004,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
3005,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
