ref id,Predicted,Actual
44778,['Society', 'Business', 'Health', 'Sports'],['Society']
34351,['Business', 'Sports', 'Shopping', 'Reference'],['Science']
37140,['Computers', 'Arts', 'Science', 'Recreation'],['Health']
44362,['Arts', 'Recreation', 'Sports', 'Games'],['Health']
14691,['Society', 'Recreation', 'Health', 'Sports'],['Society']
50061,['Health', 'Society', 'Shopping', 'Recreation'],['Arts']
17054,['Business', 'Sports', 'Science', 'Health'],['Health']
47965,['Arts', 'Society', 'Computers', 'Shopping'],['Health']
45483,['Computers', 'Shopping', 'Recreation', 'Health'],['Science']
30607,['Recreation', 'Games', 'Computers', 'Science'],['Science']
51047,['Recreation', 'Games', 'Computers', 'Reference'],['Health']
4776,['Recreation', 'Computers', 'Science', 'Reference'],['Science']
41717,['Shopping', 'Recreation', 'Computers', 'Business'],['Recreation']
42571,['Society', 'Sports', 'Reference', 'Games'],['Society']
10003,['Adult', 'Business', 'Science', 'Health'],['Business']
46321,['Society', 'Reference', 'Games', 'Shopping'],['Business']
39601,['Sports', 'Society', 'Computers', 'Games'],['Arts']
15087,['Society', 'Sports', 'Recreation', 'Games'],['Society']
58003,['Reference', 'Science', 'Arts', 'Computers'],['Health']
3028,['Health', 'Business', 'Recreation', 'Computers'],['Health']
15473,['Business', 'Arts', 'Recreation', 'Health'],['Business']
39267,['Recreation', 'Business', 'Reference', 'Sports'],['Business']
11342,['Computers', 'Sports', 'Recreation', 'Games'],['Arts']
6028,['Shopping', 'Sports', 'Business', 'Science'],['Health']
50764,['Games', 'Recreation', 'Health', 'Computers'],['Health']
33482,['Recreation', 'Computers', 'Business', 'Games'],['Business']
8263,['Recreation', 'Science', 'Reference', 'Health'],['Health']
17479,['Computers', 'Health', 'Society', 'Reference'],['Arts']
15779,['Recreation', 'Computers', 'Sports', 'Science'],['Science']
43583,['Health', 'Society', 'Recreation', 'Games'],['Reference']
24908,['Recreation', 'Arts', 'Society', 'Science'],['Science', 'Society']
17598,['Arts', 'Recreation', 'Sports', 'Society'],['Reference']
4937,['Arts', 'Society', 'Health', 'Sports'],['Society']
15769,['Society', 'Arts', 'Shopping', 'Recreation'],['Society']
8355,['Recreation', 'Arts', 'Health', 'Computers'],['Health']
31737,['Reference', 'Health', 'Arts', 'Sports'],['Reference']
37473,['Health', 'Society', 'Recreation', 'Science'],['Society']
40306,['Sports', 'Shopping', 'Business', 'Arts'],['Business']
58670,['Reference', 'Health', 'Science', 'Arts'],['Reference']
32524,['Recreation', 'Shopping', 'Science', 'Games'],['Business']
34860,['Arts', 'Sports', 'Adult', 'Recreation'],['Society']
51186,['Health', 'Society', 'Arts', 'Sports'],['Health']
1296,['Arts', 'Recreation', 'Games', 'Sports'],['Health']
11207,['Society', 'Arts', 'Computers', 'Recreation'],['Society']
12221,['Recreation', 'Games', 'Sports', 'Reference'],['Reference']
54760,['Shopping', 'Arts', 'Society', 'Health'],['Science']
25223,['Reference', 'Computers', 'Science', 'Arts'],['Arts']
27895,['Computers', 'Arts', 'Society', 'Science'],['Arts']
44108,['Business', 'Shopping', 'Computers', 'Science'],['Science']
34431,['Arts', 'Recreation', 'Sports', 'Business'],['Health']
44746,['Computers', 'Arts', 'Business', 'Reference'],['Science']
43467,['Health', 'Science', 'Sports', 'Computers'],['Health']
28809,['Health', 'Science', 'Sports', 'Games'],['Health']
42620,['Business', 'Shopping', 'Science', 'Sports'],['Business']
53504,['Computers', 'Health', 'Arts', 'Science'],['Reference']
22481,['Recreation', 'Games', 'Business', 'Arts'],['Business']
48557,['Health', 'Games', 'Recreation', 'Computers'],['Health']
6687,['Recreation', 'Sports', 'Society', 'Business'],['Science']
7711,['Society', 'Arts', 'Sports', 'Shopping'],['Society']
24923,['Arts', 'Shopping', 'Business', 'Sports'],['Arts']
57059,['Reference', 'Science', 'Health', 'Sports'],['Reference']
24379,['Business', 'Games', 'Computers', 'Recreation'],['Business']
27927,['Arts', 'Shopping', 'Business', 'Games'],['Arts']
45262,['Business', 'Computers', 'Arts', 'Recreation'],['Business']
4087,['Recreation', 'Sports', 'Shopping', 'Business'],['Reference']
17273,['Arts', 'Business', 'Sports', 'Shopping'],['Arts']
37423,['Reference', 'Society', 'Arts', 'Science'],['Arts']
22564,['Sports', 'Business', 'Adult', 'Society'],['Health']
37826,['Sports', 'Business', 'Society', 'Recreation'],['Health']
39919,['Arts', 'Business', 'Recreation', 'Games'],['Business']
59032,['Science', 'Health', 'Reference', 'Computers'],['Science', 'Reference']
33390,['Sports', 'Society', 'Health', 'Arts'],['Arts', 'Computers']
31018,['Arts', 'Sports', 'Shopping', 'Computers'],['Arts']
11440,['Society', 'Health', 'Adult', 'Games'],['Society']
42781,['Arts', 'Computers', 'Reference', 'Adult'],['Shopping']
38455,['Sports', 'Business', 'Arts', 'Science'],['Business']
16941,['Shopping', 'Society', 'Arts', 'Sports'],['Shopping']
2703,['Sports', 'Society', 'Recreation', 'Adult'],['Arts']
13847,['Computers', 'Arts', 'Reference', 'Business'],['Health']
10444,['Sports', 'Recreation', 'Health', 'Business'],['Business']
46079,['Society', 'Computers', 'Arts', 'Business'],['Society']
31396,['Adult', 'Sports', 'Arts', 'Recreation'],['Health']
51126,['Reference', 'Society', 'Health', 'Science'],['Reference']
2237,['Sports', 'Recreation', 'Health', 'Games'],['Shopping']
3300,['Business', 'Sports', 'Recreation', 'Health'],['Health']
55351,['Health', 'Recreation', 'Sports', 'Science'],['Business']
12562,['Science', 'Recreation', 'Health', 'Computers'],['Health']
15555,['Shopping', 'Sports', 'Games', 'Business'],['Shopping']
3066,['Recreation', 'Health', 'Arts', 'Shopping'],['Health']
8385,['Games', 'Sports', 'Society', 'Arts'],['Society']
11641,['Sports', 'Business', 'Arts', 'Recreation'],['Health']
10325,['Arts', 'Society', 'Health', 'Science'],['Arts']
887,['Business', 'Computers', 'Shopping', 'Sports'],['Shopping']
36137,['Shopping', 'Recreation', 'Business', 'Reference'],['Shopping']
39220,['Health', 'Computers', 'Recreation', 'Adult'],['Health']
23718,['Recreation', 'Reference', 'Health', 'Computers'],['Health']
14208,['Business', 'Shopping', 'Reference', 'Recreation'],['Shopping']
10012,['Adult', 'Business', 'Recreation', 'Arts'],['Shopping']
4618,['Computers', 'Business', 'Shopping', 'Health'],['Science']
33688,['Recreation', 'Health', 'Computers', 'Arts'],['Health']
49875,['Arts', 'Society', 'Sports', 'Shopping'],['Arts']
12339,['Shopping', 'Games', 'Business', 'Sports'],['Science', 'Computers', 'Society']
4209,['Business', 'Science', 'Reference', 'Computers'],['Science']
12947,['Recreation', 'Computers', 'Arts', 'Science'],['Shopping']
25797,['Business', 'Health', 'Computers', 'Society'],['Shopping']
34537,['Recreation', 'Games', 'Health', 'Computers'],['Health']
36704,['Shopping', 'Science', 'Business', 'Sports'],['Shopping']
41822,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
27051,['Recreation', 'Sports', 'Health', 'Society'],['Shopping']
54600,['Recreation', 'Business', 'Reference', 'Computers'],['Shopping']
53813,['Society', 'Health', 'Sports', 'Recreation'],['Health']
23964,['Recreation', 'Health', 'Arts', 'Shopping'],['Business']
34855,['Business', 'Shopping', 'Society', 'Reference'],['Shopping']
21991,['Computers', 'Arts', 'Health', 'Society'],['Science']
57444,['Games', 'Business', 'Shopping', 'Science'],['Business']
14082,['Society', 'Sports', 'Computers', 'Recreation'],['Society']
45020,['Society', 'Health', 'Business', 'Sports'],['Health']
30146,['Health', 'Society', 'Business', 'Sports'],['Health']
55401,['Science', 'Recreation', 'Health', 'Computers'],['Science', 'Society']
46689,['Society', 'Recreation', 'Health', 'Business'],['Health']
37145,['Recreation', 'Reference', 'Games', 'Arts'],['Business']
58913,['Shopping', 'Arts', 'Health', 'Business'],['Health']
40384,['Recreation', 'Computers', 'Science', 'Games'],['Society']
51963,['Business', 'Health', 'Sports', 'Shopping'],['Shopping']
13191,['Health', 'Society', 'Sports', 'Shopping'],['Health']
29445,['Recreation', 'Arts', 'Business', 'Computers'],['Business']
39342,['Recreation', 'Games', 'Health', 'Arts'],['Health']
30320,['Business', 'Society', 'Shopping', 'Science'],['Science']
14948,['Arts', 'Recreation', 'Health', 'Business'],['Business']
8533,['Sports', 'Health', 'Business', 'Science'],['Arts', 'Business']
17413,['Health', 'Society', 'Science', 'Sports'],['Health']
7320,['Arts', 'Reference', 'Computers', 'Recreation'],['Science']
44440,['Health', 'Computers', 'Adult', 'Recreation'],['Health']
26364,['Business', 'Computers', 'Health', 'Games'],['Business']
45741,['Business', 'Shopping', 'Health', 'Sports'],['Shopping']
27611,['Shopping', 'Sports', 'Recreation', 'Computers'],['Society']
11365,['Shopping', 'Society', 'Sports', 'Reference'],['Society']
17403,['Arts', 'Games', 'Recreation', 'Business'],['Business']
6112,['Business', 'Science', 'Health', 'Sports'],['Science']
46858,['Recreation', 'Science', 'Computers', 'Business'],['Health']
42431,['Shopping', 'Business', 'Society', 'Computers'],['Arts']
2959,['Computers', 'Business', 'Sports', 'Health'],['Arts']
44032,['Health', 'Society', 'Sports', 'Science'],['Health']
31639,['Arts', 'Society', 'Reference', 'Health'],['Arts']
33059,['Computers', 'Business', 'Arts', 'Sports'],['Business']
57642,['Health', 'Sports', 'Computers', 'Society'],['Health']
6549,['Sports', 'Arts', 'Recreation', 'Computers'],['Arts']
51819,['Society', 'Arts', 'Sports', 'Reference'],['Shopping']
34908,['Business', 'Sports', 'Society', 'Shopping'],['Business']
2452,['Recreation', 'Health', 'Business', 'Games'],['Health', 'Business']
45541,['Arts', 'Computers', 'Science', 'Health'],['Health']
38449,['Sports', 'Recreation', 'Adult', 'Arts'],['Arts']
12363,['Science', 'Health', 'Sports', 'Society'],['Health']
2497,['Shopping', 'Society', 'Business', 'Arts'],['Shopping']
12663,['Shopping', 'Society', 'Health', 'Sports'],['Shopping']
38585,['Arts', 'Computers', 'Business', 'Sports'],['Health']
52900,['Games', 'Arts', 'Shopping', 'Recreation'],['Shopping']
52067,['Business', 'Shopping', 'Society', 'Sports'],['Arts']
30422,['Shopping', 'Business', 'Science', 'Recreation'],['Shopping']
20343,['Shopping', 'Society', 'Sports', 'Recreation'],['Shopping']
57045,['Arts', 'Shopping', 'Games', 'Sports'],['Shopping']
3275,['Society', 'Recreation', 'Health', 'Games'],['Health']
8706,['Shopping', 'Science', 'Sports', 'Society'],['Shopping']
55437,['Society', 'Sports', 'Health', 'Science'],['Health']
45272,['Recreation', 'Health', 'Arts', 'Reference'],['Business']
39776,['Health', 'Reference', 'Recreation', 'Games'],['Health']
28279,['Shopping', 'Arts', 'Society', 'Health'],['Health']
9448,['Society', 'Arts', 'Shopping', 'Computers'],['Recreation']
37429,['Computers', 'Society', 'Science', 'Arts'],['Health']
37611,['Shopping', 'Sports', 'Arts', 'Society'],['Shopping']
49440,['Society', 'Sports', 'Shopping', 'Computers'],['Business']
52665,['Society', 'Shopping', 'Recreation', 'Sports'],['Science']
52267,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
41599,['Sports', 'Arts', 'Society', 'Recreation'],['Society']
42778,['Recreation', 'Computers', 'Arts', 'Society'],['Arts']
50217,['Shopping', 'Business', 'Sports', 'Society'],['Arts']
7458,['Shopping', 'Sports', 'Recreation', 'Science'],['Shopping']
49196,['Sports', 'Society', 'Shopping', 'Recreation'],['Society']
36767,['Recreation', 'Science', 'Health', 'Society'],['Science', 'Reference']
9837,['Recreation', 'Health', 'Arts', 'Science'],['Science']
37760,['Business', 'Recreation', 'Adult', 'Shopping'],['Shopping']
50545,['Arts', 'Sports', 'Science', 'Adult'],['Health']
27344,['Computers', 'Science', 'Arts', 'Society'],['Health']
10525,['Sports', 'Shopping', 'Recreation', 'Games'],['Arts']
42643,['Arts', 'Reference', 'Computers', 'Games'],['Shopping']
57016,['Shopping', 'Business', 'Society', 'Recreation'],['Arts']
51152,['Computers', 'Arts', 'Society', 'Science'],['Health']
16157,['Shopping', 'Business', 'Sports', 'Reference'],['Shopping']
37019,['Computers', 'Recreation', 'Sports', 'Arts'],['Society']
52401,['Society', 'Adult', 'Science', 'Recreation'],['Society']
23991,['Business', 'Arts', 'Sports', 'Society'],['Health']
39464,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
41525,['Sports', 'Society', 'Recreation', 'Business'],['Health']
50091,['Recreation', 'Arts', 'Games', 'Computers'],['Health']
25971,['Health', 'Sports', 'Society', 'Shopping'],['Health']
45711,['Recreation', 'Health', 'Arts', 'Business'],['Reference']
23843,['Business', 'Shopping', 'Science', 'Health'],['Shopping']
35467,['Science', 'Recreation', 'Society', 'Reference'],['Arts']
17529,['Society', 'Sports', 'Adult', 'Games'],['Society']
41757,['Games', 'Recreation', 'Society', 'Sports'],['Society']
7420,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
31975,['Recreation', 'Society', 'Health', 'Sports'],['Shopping']
54672,['Recreation', 'Games', 'Society', 'Arts'],['Society']
29047,['Health', 'Business', 'Sports', 'Computers'],['Shopping']
51548,['Society', 'Arts', 'Shopping', 'Computers'],['Health']
51253,['Health', 'Arts', 'Science', 'Reference'],['Society']
2928,['Reference', 'Arts', 'Science', 'Health'],['Business']
10315,['Society', 'Business', 'Sports', 'Shopping'],['Arts']
9922,['Arts', 'Sports', 'Games', 'Society'],['Society']
7287,['Sports', 'Recreation', 'Society', 'Science'],['Business']
8608,['Recreation', 'Science', 'Reference', 'Shopping'],['Shopping']
39666,['Shopping', 'Business', 'Computers', 'Arts'],['Business']
6741,['Recreation', 'Society', 'Sports', 'Reference'],['Society']
39635,['Arts', 'Games', 'Sports', 'Recreation'],['Arts']
52412,['Science', 'Recreation', 'Society', 'Health'],['Society']
19613,['Business', 'Health', 'Computers', 'Arts'],['Business']
27320,['Sports', 'Business', 'Society', 'Games'],['Arts']
7535,['Health', 'Arts', 'Reference', 'Business'],['Health']
48169,['Games', 'Business', 'Arts', 'Shopping'],['Society']
50212,['Shopping', 'Business', 'Science', 'Games'],['Games', 'Business']
41202,['Business', 'Computers', 'Shopping', 'Arts'],['Shopping']
8957,['Recreation', 'Health', 'Business', 'Sports'],['Health']
28334,['Society', 'Recreation', 'Business', 'Arts'],['Arts']
38330,['Shopping', 'Business', 'Arts', 'Society'],['Society']
59126,['Recreation', 'Arts', 'Adult', 'Games'],['Society']
36980,['Shopping', 'Health', 'Business', 'Society'],['Society']
13525,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
50334,['Recreation', 'Arts', 'Business', 'Reference'],['Society']
25107,['Arts', 'Society', 'Recreation', 'Business'],['Sports']
10317,['Society', 'Computers', 'Business', 'Arts'],['Recreation']
55244,['Shopping', 'Sports', 'Recreation', 'Health'],['Society']
47940,['Recreation', 'Arts', 'Sports', 'Society'],['Business']
35776,['Health', 'Society', 'Recreation', 'Science'],['Arts']
1177,['Arts', 'Health', 'Society', 'Science'],['Business']
51785,['Health', 'Adult', 'Society', 'Computers'],['Society']
22112,['Shopping', 'Society', 'Arts', 'Sports'],['Arts']
34348,['Business', 'Health', 'Computers', 'Science'],['Business']
13296,['Health', 'Society', 'Science', 'Business'],['Health']
22617,['Arts', 'Recreation', 'Science', 'Computers'],['Recreation']
55264,['Shopping', 'Sports', 'Arts', 'Society'],['Health']
45249,['Business', 'Sports', 'Society', 'Science'],['Business']
30581,['Shopping', 'Business', 'Sports', 'Society'],['Society']
13377,['Shopping', 'Business', 'Sports', 'Reference'],['Shopping']
49707,['Recreation', 'Computers', 'Business', 'Health'],['Business']
26394,['Shopping', 'Society', 'Recreation', 'Business'],['Shopping']
44340,['Recreation', 'Health', 'Sports', 'Society'],['Society']
46455,['Games', 'Society', 'Recreation', 'Sports'],['Society']
28734,['Shopping', 'Business', 'Health', 'Arts'],['Business']
10409,['Society', 'Business', 'Health', 'Computers'],['Health']
45327,['Arts', 'Recreation', 'Sports', 'Society'],['Arts']
54195,['Shopping', 'Sports', 'Reference', 'Games'],['Shopping']
15081,['Shopping', 'Computers', 'Business', 'Sports'],['Shopping']
51727,['Health', 'Recreation', 'Sports', 'Games'],['Business']
16889,['Arts', 'Business', 'Sports', 'Society'],['Health']
29108,['Recreation', 'Sports', 'Business', 'Arts'],['Sports']
22026,['Sports', 'Arts', 'Games', 'Science'],['Arts']
32145,['Sports', 'Shopping', 'Recreation', 'Health'],['Society']
54499,['Shopping', 'Business', 'Society', 'Science'],['Business']
34266,['Computers', 'Recreation', 'Arts', 'Health'],['Society']
48391,['Society', 'Computers', 'Sports', 'Health'],['Arts']
41260,['Business', 'Computers', 'Science', 'Recreation'],['Business']
20542,['Health', 'Arts', 'Recreation', 'Business'],['Business']
57458,['Sports', 'Shopping', 'Society', 'Business'],['Arts']
25317,['Recreation', 'Health', 'Business', 'Reference'],['Business']
45727,['Recreation', 'Business', 'Computers', 'Adult'],['Business']
33650,['Arts', 'Recreation', 'Shopping', 'Computers'],['Society']
11445,['Reference', 'Shopping', 'Society', 'Recreation'],['Shopping']
10563,['Health', 'Society', 'Science', 'Recreation'],['Society']
4347,['Recreation', 'Computers', 'Business', 'Games'],['Sports']
58491,['Business', 'Recreation', 'Games', 'Computers'],['Arts']
