47238, predicted: Home, actual: Arts
55451, predicted: Business, actual: Health
55470, predicted: Kids, actual: Health
55482, predicted: Computers, actual: Health
55505, predicted: Shopping, actual: Home
55513, predicted: Society, actual: Home
55532, predicted: News, actual: Home
55542, predicted: Shopping, actual: Home
55568, predicted: Sports, actual: Home
55585, predicted: Home, actual: Recreation
55621, predicted: Society, actual: Home
55691, predicted: Society, actual: Home
55696, predicted: Shopping, actual: Home
55702, predicted: Shopping, actual: Home
55712, predicted: Society, actual: Home
55741, predicted: Kids, actual: Home
55746, predicted: Home, actual: Science
55761, predicted: Sports, actual: Home
55765, predicted: Shopping, actual: Home
55775, predicted: Business, actual: Home
55776, predicted: Sports, actual: Home
55789, predicted: Society, actual: Home
55798, predicted: Business, actual: Home
55829, predicted: Recreation, actual: Home
55841, predicted: Sports, actual: Home
55853, predicted: Society, actual: Home
55865, predicted: Shopping, actual: Home
55868, predicted: Shopping, actual: Home
55874, predicted: Health, actual: Home
55885, predicted: Health, actual: Home
55896, predicted: Health, actual: Home
55899, predicted: Shopping, actual: Home
55913, predicted: Computers, actual: Home
55923, predicted: Health, actual: Home
55937, predicted: Society, actual: Home
55940, predicted: Society, actual: Home
55941, predicted: Health, actual: Home
55958, predicted: Society, actual: Home
55969, predicted: Society, actual: Home
55977, predicted: Kids, actual: Home
56000, predicted: Computers, actual: Home
56001, predicted: Arts, actual: Home
56004, predicted: Society, actual: Home
56021, predicted: Recreation, actual: Home
56034, predicted: Arts, actual: Home
56050, predicted: Society, actual: Home
56056, predicted: Business, actual: Home
56059, predicted: Recreation, actual: Home
56062, predicted: Sports, actual: Home
56070, predicted: Shopping, actual: Home
56090, predicted: Science, actual: Kids
56118, predicted: Arts, actual: Kids
56138, predicted: Society, actual: Kids
56140, predicted: Society, actual: Kids
56188, predicted: Arts, actual: Kids
56190, predicted: Society, actual: Kids
56196, predicted: Health, actual: Kids
56201, predicted: Computers, actual: Kids
56202, predicted: Recreation, actual: Kids
56204, predicted: Society, actual: Kids
56218, predicted: Sports, actual: Kids
56220, predicted: Recreation, actual: Kids
56245, predicted: Health, actual: Kids
56261, predicted: Arts, actual: Kids
56278, predicted: Sports, actual: Kids
56281, predicted: Arts, actual: Kids
56282, predicted: Society, actual: Kids
56292, predicted: Sports, actual: Kids
56345, predicted: Shopping, actual: Kids
56377, predicted: Shopping, actual: Kids
56468, predicted: Kids, actual: Society
56513, predicted: Kids, actual: Recreation
56601, predicted: Kids, actual: Science
56643, predicted: Kids, actual: Society
56714, predicted: Sports, actual: News
56725, predicted: Adult, actual: News
56760, predicted: Society, actual: News
56768, predicted: Computers, actual: News
56788, predicted: Health, actual: News
56804, predicted: Shopping, actual: News
56807, predicted: Society, actual: News
56808, predicted: Sports, actual: News
56828, predicted: Health, actual: News
56856, predicted: Reference, actual: News
56864, predicted: Health, actual: News
56866, predicted: Society, actual: News
56883, predicted: Society, actual: News
56915, predicted: News, actual: Science
56921, predicted: Computers, actual: News
56929, predicted: Shopping, actual: News
56940, predicted: Society, actual: News
56949, predicted: Kids, actual: News
56950, predicted: Sports, actual: News
56951, predicted: Society, actual: News
56977, predicted: Sports, actual: Recreation
57002, predicted: Shopping, actual: Recreation
57013, predicted: Shopping, actual: Recreation
57024, predicted: Shopping, actual: Recreation
57050, predicted: Business, actual: Recreation
57075, predicted: Society, actual: Recreation
57077, predicted: Shopping, actual: Recreation
57086, predicted: Shopping, actual: Recreation
57128, predicted: Sports, actual: Recreation
57143, predicted: Sports, actual: Recreation
57145, predicted: Sports, actual: Recreation
57150, predicted: Kids, actual: Recreation
57160, predicted: Society, actual: Recreation
57177, predicted: Business, actual: Recreation
57188, predicted: Science, actual: Recreation
57829, predicted: Kids, actual: Reference
57844, predicted: Business, actual: Reference
57860, predicted: Shopping, actual: Reference
57882, predicted: Business, actual: Reference
57919, predicted: Shopping, actual: Reference
57926, predicted: Shopping, actual: Reference
57953, predicted: Computers, actual: Reference
57962, predicted: Science, actual: Reference
57970, predicted: Reference, actual: Society
57978, predicted: Computers, actual: Reference
58003, predicted: Science, actual: Reference
58025, predicted: Society, actual: Reference
58042, predicted: Computers, actual: Reference
58075, predicted: Computers, actual: Regional
58083, predicted: Shopping, actual: Regional
58088, predicted: Sports, actual: Regional
58110, predicted: Shopping, actual: Regional
58117, predicted: Society, actual: Regional
58145, predicted: Society, actual: Science
58147, predicted: Computers, actual: Science
58156, predicted: Sports, actual: Science
58218, predicted: Computers, actual: Science
58222, predicted: Health, actual: Science
58241, predicted: Arts, actual: Science
58245, predicted: Arts, actual: Science
58247, predicted: Society, actual: Science
58257, predicted: Recreation, actual: Science
58260, predicted: News, actual: Science
58266, predicted: Reference, actual: Science
58293, predicted: Shopping, actual: Science
58305, predicted: Society, actual: Science
58311, predicted: Computers, actual: Science
58332, predicted: Business, actual: Science
58333, predicted: Business, actual: Science
58337, predicted: Shopping, actual: Science
58359, predicted: Reference, actual: Science
58392, predicted: Computers, actual: Science
58393, predicted: Games, actual: Science
58408, predicted: Reference, actual: Science
58413, predicted: Business, actual: Science
58425, predicted: Computers, actual: Science
58426, predicted: Adult, actual: Science
58431, predicted: Reference, actual: Science
58434, predicted: Business, actual: Science
58439, predicted: Business, actual: Science
58444, predicted: Sports, actual: Shopping
58477, predicted: Society, actual: Shopping
58480, predicted: Games, actual: Shopping
58503, predicted: Computers, actual: Shopping
58512, predicted: Society, actual: Shopping
58567, predicted: Home, actual: Shopping
58620, predicted: Computers, actual: Shopping
58621, predicted: Sports, actual: Shopping
58645, predicted: Computers, actual: Shopping
58654, predicted: Health, actual: Shopping
58685, predicted: Business, actual: Shopping
58701, predicted: Arts, actual: Shopping
58717, predicted: Society, actual: Shopping
58718, predicted: Home, actual: Shopping
58735, predicted: Arts, actual: Shopping
58737, predicted: Science, actual: Shopping
58747, predicted: Society, actual: Shopping
58751, predicted: Business, actual: Shopping
59126, predicted: Computers, actual: Society
59130, predicted: Arts, actual: Society
59133, predicted: Computers, actual: Society
59193, predicted: Home, actual: Arts
59236, predicted: Kids, actual: Computers
59240, predicted: Shopping, actual: Games
59257, predicted: Arts, actual: Home
59269, predicted: Kids, actual: Society
58235, predicted: Computers, actual: Science
47397, predicted: Computers, actual: Arts
50166, predicted: Shopping, actual: Business
35553, predicted: Computers, actual: Society
1576, predicted: Business, actual: Shopping
4409, predicted: Health, actual: Arts
4238, predicted: Recreation, actual: Arts
52957, predicted: Sports, actual: Games
56838, predicted: Science, actual: News
