52866, predicted: Business, actual: Games
47618, predicted: Arts, actual: Computers
47664, predicted: Kids, actual: Computers
47722, predicted: Health, actual: Computers
47725, predicted: Business, actual: Computers
47747, predicted: Arts, actual: Computers
47762, predicted: Science, actual: Computers
47784, predicted: Business, actual: Computers
47786, predicted: Business, actual: Computers
47802, predicted: Business, actual: Computers
47810, predicted: Business, actual: Computers
47818, predicted: Business, actual: Computers
47825, predicted: Business, actual: Computers
47890, predicted: Business, actual: Computers
47914, predicted: Arts, actual: Computers
47916, predicted: Health, actual: Computers
47963, predicted: Science, actual: Computers
47965, predicted: Health, actual: Computers
48037, predicted: Business, actual: Computers
48050, predicted: Business, actual: Computers
48108, predicted: Business, actual: Computers
48111, predicted: Business, actual: Computers
48128, predicted: Society, actual: Computers
48194, predicted: Science, actual: Computers
48199, predicted: Arts, actual: Computers
49773, predicted: Business, actual: Computers
52866, predicted: Business, actual: Computers
47238, predicted: Business, actual: Computers
47293, predicted: Shopping, actual: Computers
47311, predicted: Shopping, actual: Computers
47365, predicted: Recreation, actual: Computers
47549, predicted: Arts, actual: Computers
49552, predicted: Society, actual: Computers
49564, predicted: Shopping, actual: Computers
49568, predicted: Shopping, actual: Computers
49574, predicted: Business, actual: Computers
49587, predicted: Business, actual: Computers
49600, predicted: Arts, actual: Computers
49697, predicted: Computers, actual: Science
49701, predicted: Sports, actual: Computers
49714, predicted: Business, actual: Computers
49740, predicted: Science, actual: Computers
52669, predicted: Arts, actual: Computers
52707, predicted: Business, actual: Computers
52720, predicted: Shopping, actual: Computers
52733, predicted: Computers, actual: Reference
52749, predicted: Shopping, actual: Computers
52780, predicted: Arts, actual: Computers
52830, predicted: Health, actual: Computers
52846, predicted: Business, actual: Computers
52858, predicted: Home, actual: Computers
58235, predicted: Business, actual: Computers
45211, predicted: Shopping, actual: Computers
45409, predicted: Home, actual: Computers
46221, predicted: Arts, actual: Computers
46567, predicted: Arts, actual: Computers
46887, predicted: Society, actual: Computers
48168, predicted: Business, actual: Computers
48234, predicted: Business, actual: Computers
48252, predicted: Sports, actual: Computers
48267, predicted: Computers, actual: Science
48366, predicted: Business, actual: Computers
48368, predicted: Health, actual: Computers
48432, predicted: Business, actual: Computers
48440, predicted: Business, actual: Computers
48473, predicted: Business, actual: Computers
48506, predicted: Business, actual: Computers
48536, predicted: Shopping, actual: Computers
48557, predicted: Business, actual: Computers
48566, predicted: Business, actual: Computers
48589, predicted: Business, actual: Computers
48591, predicted: Business, actual: Computers
48613, predicted: Shopping, actual: Computers
48657, predicted: Society, actual: Computers
48717, predicted: Arts, actual: Computers
48724, predicted: Sports, actual: Games
48731, predicted: Business, actual: Games
48772, predicted: Society, actual: Games
48789, predicted: Arts, actual: Games
48792, predicted: Society, actual: Games
48851, predicted: Sports, actual: Games
48871, predicted: Adult, actual: Games
48872, predicted: Business, actual: Games
48877, predicted: Sports, actual: Games
48915, predicted: Business, actual: Games
48960, predicted: Shopping, actual: Games
49021, predicted: Computers, actual: Games
49022, predicted: Business, actual: Games
49037, predicted: Recreation, actual: Games
49101, predicted: Arts, actual: Games
49128, predicted: Sports, actual: Games
49151, predicted: Arts, actual: Games
49213, predicted: Computers, actual: Games
49229, predicted: Sports, actual: Games
49230, predicted: Sports, actual: Games
49253, predicted: Business, actual: Games
49260, predicted: Computers, actual: Games
49271, predicted: Business, actual: Games
49358, predicted: Sports, actual: Games
49362, predicted: Computers, actual: Games
49368, predicted: Business, actual: Games
49390, predicted: Adult, actual: Games
49408, predicted: Arts, actual: Games
49422, predicted: Shopping, actual: Games
49435, predicted: Computers, actual: Games
49490, predicted: Recreation, actual: Games
49515, predicted: Computers, actual: Games
49545, predicted: Computers, actual: Games
51543, predicted: Shopping, actual: Games
51555, predicted: Arts, actual: Games
51590, predicted: Arts, actual: Games
51614, predicted: Home, actual: Games
51647, predicted: Recreation, actual: Games
51694, predicted: Society, actual: Games
51699, predicted: Computers, actual: Games
51743, predicted: Society, actual: Games
51828, predicted: Sports, actual: Games
51829, predicted: Sports, actual: Games
51923, predicted: Arts, actual: Games
51947, predicted: Society, actual: Games
52069, predicted: Kids, actual: Games
52125, predicted: Sports, actual: Games
52280, predicted: Games, actual: Health
52414, predicted: Computers, actual: Health
52449, predicted: Business, actual: Health
52514, predicted: Business, actual: Health
52593, predicted: Business, actual: Health
52650, predicted: Business, actual: Health
4053, predicted: Business, actual: Health
37290, predicted: Sports, actual: Health
37517, predicted: Kids, actual: Health
37932, predicted: Arts, actual: Health
38304, predicted: Kids, actual: Health
38330, predicted: Science, actual: Health
38405, predicted: Society, actual: Health
38466, predicted: Business, actual: Health
38868, predicted: Business, actual: Health
39604, predicted: Society, actual: Health
40765, predicted: Adult, actual: Health
40792, predicted: Health, actual: Science
41486, predicted: Health, actual: Science
42036, predicted: Business, actual: Health
42195, predicted: Arts, actual: Health
42553, predicted: Business, actual: Health
42583, predicted: Arts, actual: Health
42998, predicted: Business, actual: Health
43122, predicted: Arts, actual: Health
43170, predicted: Business, actual: Health
43354, predicted: Business, actual: Health
43412, predicted: Business, actual: Health
43533, predicted: Shopping, actual: Health
43681, predicted: Arts, actual: Health
43729, predicted: Computers, actual: Health
43901, predicted: Business, actual: Health
43909, predicted: Society, actual: Health
43935, predicted: Society, actual: Health
44033, predicted: Business, actual: Health
44105, predicted: Computers, actual: Health
44136, predicted: Computers, actual: Health
44144, predicted: Sports, actual: Health
44171, predicted: Computers, actual: Health
44173, predicted: Sports, actual: Health
44184, predicted: Business, actual: Health
44190, predicted: Society, actual: Health
44244, predicted: Business, actual: Health
44290, predicted: Business, actual: Health
44297, predicted: Sports, actual: Health
44315, predicted: Society, actual: Health
44318, predicted: Society, actual: Health
44376, predicted: Sports, actual: Home
44378, predicted: Sports, actual: Recreation
44407, predicted: Arts, actual: Health
44487, predicted: Computers, actual: Health
44499, predicted: Business, actual: Health
44553, predicted: Computers, actual: Health
44583, predicted: Arts, actual: Health
44598, predicted: Arts, actual: Health
44632, predicted: Adult, actual: Health
44639, predicted: Computers, actual: Health
44681, predicted: Society, actual: Health
44725, predicted: Arts, actual: Health
44784, predicted: Society, actual: Health
44789, predicted: Business, actual: Health
44838, predicted: Recreation, actual: Health
44934, predicted: Recreation, actual: Health
45081, predicted: Shopping, actual: Health
45148, predicted: Arts, actual: Home
45181, predicted: Computers, actual: Home
45219, predicted: Arts, actual: Home
45222, predicted: Games, actual: Home
45237, predicted: Business, actual: Home
45250, predicted: Business, actual: Home
45362, predicted: Home, actual: Recreation
45389, predicted: Kids, actual: Home
45403, predicted: Business, actual: Home
45413, predicted: Society, actual: Home
45497, predicted: Computers, actual: Home
45528, predicted: Health, actual: Home
45548, predicted: Business, actual: Home
45559, predicted: Society, actual: Home
45595, predicted: Society, actual: Home
45605, predicted: Shopping, actual: Home
45615, predicted: Home, actual: Science
45647, predicted: Business, actual: Home
45668, predicted: Arts, actual: Home
45680, predicted: Sports, actual: Home
45704, predicted: Business, actual: Home
45758, predicted: Health, actual: Home
45830, predicted: Shopping, actual: Home
45835, predicted: Arts, actual: Home
45836, predicted: Sports, actual: Home
45884, predicted: Recreation, actual: Home
45896, predicted: Business, actual: Home
45899, predicted: Business, actual: Home
45902, predicted: Shopping, actual: Home
45926, predicted: Shopping, actual: Home
45935, predicted: Health, actual: Home
45977, predicted: Arts, actual: Home
45987, predicted: Recreation, actual: Home
45998, predicted: Business, actual: Home
46007, predicted: Arts, actual: Home
46032, predicted: Health, actual: Home
46057, predicted: Society, actual: Home
46071, predicted: Health, actual: Home
46073, predicted: Business, actual: Home
46077, predicted: Business, actual: Home
46100, predicted: Health, actual: Home
46101, predicted: Recreation, actual: Home
46127, predicted: Business, actual: Home
46171, predicted: Sports, actual: Home
46172, predicted: Shopping, actual: Home
46191, predicted: Shopping, actual: Home
46203, predicted: Arts, actual: Home
46217, predicted: Arts, actual: Home
46220, predicted: Business, actual: Home
46264, predicted: Society, actual: Home
46283, predicted: Science, actual: Home
46300, predicted: Shopping, actual: Home
46313, predicted: Arts, actual: Home
46319, predicted: Arts, actual: Kids
46327, predicted: Health, actual: Kids
46352, predicted: Society, actual: Kids
46358, predicted: Arts, actual: Kids
46361, predicted: Business, actual: Kids
46376, predicted: Computers, actual: Kids
46407, predicted: Adult, actual: Kids
46419, predicted: Computers, actual: Kids
46423, predicted: Arts, actual: Kids
46439, predicted: Computers, actual: Kids
46462, predicted: Sports, actual: Kids
46463, predicted: Health, actual: Kids
46500, predicted: Shopping, actual: Kids
46506, predicted: Arts, actual: Kids
46507, predicted: Society, actual: Kids
46529, predicted: Society, actual: Kids
46544, predicted: Arts, actual: Kids
46549, predicted: Sports, actual: Kids
46566, predicted: Shopping, actual: Kids
46587, predicted: Health, actual: Kids
46640, predicted: Science, actual: Society
46684, predicted: Kids, actual: Recreation
46691, predicted: Kids, actual: Science
46715, predicted: Kids, actual: Society
46725, predicted: Arts, actual: News
46745, predicted: Arts, actual: News
46754, predicted: Sports, actual: News
46764, predicted: Recreation, actual: News
46765, predicted: Sports, actual: News
46774, predicted: Business, actual: News
46778, predicted: Sports, actual: News
46790, predicted: Business, actual: News
46796, predicted: Shopping, actual: News
46815, predicted: Health, actual: News
46820, predicted: Reference, actual: News
46839, predicted: Shopping, actual: News
46847, predicted: Computers, actual: News
46849, predicted: Sports, actual: News
46877, predicted: News, actual: Science
46894, predicted: Business, actual: News
46898, predicted: Shopping, actual: News
46911, predicted: Arts, actual: News
46918, predicted: Business, actual: News
46924, predicted: Business, actual: News
46934, predicted: Arts, actual: News
46962, predicted: Arts, actual: Recreation
46964, predicted: Shopping, actual: Recreation
46979, predicted: Shopping, actual: Recreation
46988, predicted: Computers, actual: Recreation
47035, predicted: Shopping, actual: Recreation
47042, predicted: Computers, actual: Recreation
47055, predicted: Business, actual: Recreation
47077, predicted: Health, actual: Recreation
47092, predicted: Society, actual: Recreation
47093, predicted: Computers, actual: Recreation
47100, predicted: Home, actual: Recreation
47129, predicted: Sports, actual: Recreation
47160, predicted: Arts, actual: Recreation
47213, predicted: Sports, actual: Recreation
47223, predicted: Business, actual: Recreation
47248, predicted: Kids, actual: Recreation
47263, predicted: Sports, actual: Recreation
47297, predicted: Arts, actual: Recreation
47319, predicted: Arts, actual: Recreation
47361, predicted: Arts, actual: Recreation
47367, predicted: Recreation, actual: Reference
47375, predicted: Society, actual: Reference
47385, predicted: Shopping, actual: Reference
47392, predicted: Shopping, actual: Reference
47397, predicted: Computers, actual: Reference
47407, predicted: Business, actual: Reference
47420, predicted: Shopping, actual: Reference
47435, predicted: Computers, actual: Reference
47441, predicted: Business, actual: Reference
47446, predicted: Reference, actual: Society
47451, predicted: Society, actual: Reference
47472, predicted: Science, actual: Reference
47474, predicted: Computers, actual: Reference
47476, predicted: Computers, actual: Reference
47490, predicted: Recreation, actual: Regional
47502, predicted: Computers, actual: Regional
47506, predicted: Business, actual: Regional
47517, predicted: Science, actual: Regional
47521, predicted: Health, actual: Regional
47523, predicted: Kids, actual: Science
47529, predicted: Business, actual: Science
47530, predicted: Computers, actual: Science
47559, predicted: Shopping, actual: Science
47575, predicted: Arts, actual: Science
47592, predicted: Computers, actual: Science
47618, predicted: Society, actual: Science
47619, predicted: Sports, actual: Science
47636, predicted: Shopping, actual: Science
47664, predicted: Computers, actual: Science
47678, predicted: Arts, actual: Science
47686, predicted: Business, actual: Science
47722, predicted: Business, actual: Science
47725, predicted: Health, actual: Science
47731, predicted: Computers, actual: Science
47743, predicted: Arts, actual: Science
47747, predicted: Sports, actual: Science
47749, predicted: Home, actual: Science
47762, predicted: Shopping, actual: Science
47773, predicted: Computers, actual: Science
47780, predicted: Arts, actual: Science
47784, predicted: Society, actual: Science
47786, predicted: Reference, actual: Science
47802, predicted: Business, actual: Science
47810, predicted: Computers, actual: Science
47818, predicted: Arts, actual: Science
47825, predicted: Reference, actual: Science
47860, predicted: Health, actual: Science
47861, predicted: Games, actual: Science
47885, predicted: Sports, actual: Shopping
47891, predicted: Society, actual: Shopping
47893, predicted: Recreation, actual: Shopping
47912, predicted: Arts, actual: Shopping
47963, predicted: Recreation, actual: Shopping
47965, predicted: Business, actual: Shopping
48081, predicted: Business, actual: Shopping
48108, predicted: Business, actual: Shopping
48199, predicted: Business, actual: Shopping
49773, predicted: Business, actual: Shopping
47293, predicted: Health, actual: Shopping
47311, predicted: Arts, actual: Shopping
47365, predicted: Arts, actual: Shopping
47459, predicted: Sports, actual: Shopping
49559, predicted: Sports, actual: Shopping
49564, predicted: Computers, actual: Society
49568, predicted: Shopping, actual: Society
49574, predicted: Shopping, actual: Society
49619, predicted: Business, actual: Sports
49667, predicted: Adult, actual: Arts
49701, predicted: Shopping, actual: Games
49714, predicted: Health, actual: Home
49740, predicted: Kids, actual: Society
