52866, predicted: Sports, actual: Games
47523, predicted: Arts, actual: Society
47529, predicted: Business, actual: Society
47530, predicted: Business, actual: Society
47559, predicted: Health, actual: Society
47618, predicted: Sports, actual: Society
47619, predicted: Sports, actual: Society
47636, predicted: Adult, actual: Society
47664, predicted: Computers, actual: Society
47725, predicted: Computers, actual: Society
47731, predicted: Computers, actual: Society
47743, predicted: Sports, actual: Society
47749, predicted: Health, actual: Society
47770, predicted: Reference, actual: Society
47802, predicted: Computers, actual: Society
47860, predicted: Shopping, actual: Society
47861, predicted: Science, actual: Society
47906, predicted: Arts, actual: Society
47912, predicted: Sports, actual: Society
47914, predicted: Sports, actual: Society
48037, predicted: News, actual: Society
48081, predicted: Business, actual: Society
48108, predicted: Arts, actual: Society
48120, predicted: Sports, actual: Society
48128, predicted: Computers, actual: Society
48194, predicted: Shopping, actual: Society
48199, predicted: Reference, actual: Society
48246, predicted: Shopping, actual: Society
48248, predicted: Shopping, actual: Society
49773, predicted: Business, actual: Society
52866, predicted: Reference, actual: Society
47238, predicted: Shopping, actual: Society
47293, predicted: Sports, actual: Society
47311, predicted: Shopping, actual: Society
47365, predicted: Shopping, actual: Society
47549, predicted: Computers, actual: Society
49552, predicted: Arts, actual: Society
49559, predicted: Business, actual: Society
49564, predicted: News, actual: Society
49600, predicted: Arts, actual: Society
49619, predicted: Shopping, actual: Society
49667, predicted: Business, actual: Society
49740, predicted: Shopping, actual: Society
52669, predicted: Adult, actual: Society
52720, predicted: Adult, actual: Society
52729, predicted: Business, actual: Society
52749, predicted: Health, actual: Society
52830, predicted: Computers, actual: Society
52837, predicted: Computers, actual: Society
52846, predicted: Business, actual: Society
52858, predicted: Arts, actual: Society
58235, predicted: Sports, actual: Society
45211, predicted: Arts, actual: Society
45276, predicted: Computers, actual: Society
45409, predicted: Computers, actual: Society
45541, predicted: Arts, actual: Society
47118, predicted: Computers, actual: Society
48234, predicted: Sports, actual: Society
48323, predicted: Business, actual: Society
48368, predicted: Sports, actual: Society
48440, predicted: Business, actual: Society
48445, predicted: Business, actual: Society
48473, predicted: Business, actual: Society
48507, predicted: Shopping, actual: Society
48519, predicted: Computers, actual: Society
48522, predicted: Business, actual: Society
48532, predicted: Business, actual: Society
48613, predicted: Shopping, actual: Sports
48664, predicted: Science, actual: Sports
49006, predicted: Business, actual: Sports
51543, predicted: News, actual: Sports
52060, predicted: Shopping, actual: Sports
52374, predicted: Regional, actual: Sports
37350, predicted: Shopping, actual: Sports
38674, predicted: Computers, actual: Sports
40426, predicted: Games, actual: Sports
42036, predicted: Regional, actual: Sports
42195, predicted: Business, actual: Sports
42914, predicted: Business, actual: Sports
43142, predicted: Society, actual: Sports
43170, predicted: Games, actual: Sports
43412, predicted: Computers, actual: Sports
44413, predicted: Recreation, actual: Sports
44487, predicted: Computers, actual: Sports
45219, predicted: Shopping, actual: Sports
45237, predicted: Recreation, actual: Sports
45389, predicted: Arts, actual: Sports
45548, predicted: Recreation, actual: Sports
45559, predicted: Business, actual: Sports
45615, predicted: Business, actual: Sports
46127, predicted: Shopping, actual: Sports
46191, predicted: Games, actual: Sports
46300, predicted: Business, actual: Sports
46549, predicted: Shopping, actual: Sports
46640, predicted: Computers, actual: Sports
46684, predicted: Recreation, actual: Sports
46691, predicted: Recreation, actual: Sports
46820, predicted: Business, actual: Sports
47129, predicted: Adult, actual: Sports
47318, predicted: Science, actual: Sports
47319, predicted: Recreation, actual: Sports
47743, predicted: Arts, actual: Sports
47747, predicted: Shopping, actual: Sports
47762, predicted: Science, actual: Sports
47770, predicted: Recreation, actual: Sports
47906, predicted: Computers, actual: Sports
47916, predicted: Science, actual: Games
47984, predicted: Society, actual: Reference
48057, predicted: Arts, actual: Adult
48108, predicted: Computers, actual: Adult
48248, predicted: Business, actual: Arts
49773, predicted: Business, actual: Arts
52866, predicted: Business, actual: Regional
47238, predicted: Business, actual: Computers
47293, predicted: Arts, actual: News
47365, predicted: Sports, actual: Arts
49552, predicted: Sports, actual: Arts
49559, predicted: Sports, actual: Arts
49564, predicted: Computers, actual: Arts
49587, predicted: Business, actual: Computers
49667, predicted: Computers, actual: Business
49701, predicted: Business, actual: Computers
49714, predicted: Business, actual: Regional
52669, predicted: Shopping, actual: Business
52707, predicted: Health, actual: Business
52733, predicted: Business, actual: Regional
52749, predicted: Business, actual: Regional
52830, predicted: Arts, actual: Business
52837, predicted: Computers, actual: Regional
52846, predicted: Computers, actual: Regional
52858, predicted: Science, actual: Computers
58235, predicted: Recreation, actual: Computers
45276, predicted: Business, actual: Computers
45627, predicted: Reference, actual: Games
45832, predicted: Kids, actual: Regional
45949, predicted: Computers, actual: Games
45951, predicted: Computers, actual: Games
46041, predicted: Shopping, actual: Games
46510, predicted: Computers, actual: Games
46567, predicted: Business, actual: Shopping
46887, predicted: Business, actual: Health
46930, predicted: Society, actual: Health
47118, predicted: Business, actual: Health
48141, predicted: Health, actual: Kids
48187, predicted: Computers, actual: Regional
48208, predicted: Society, actual: Regional
48223, predicted: Sports, actual: Business
48234, predicted: Business, actual: Shopping
48252, predicted: Computers, actual: Shopping
48282, predicted: Shopping, actual: Society
48366, predicted: Reference, actual: Society
48368, predicted: Computers, actual: Society
48432, predicted: Sports, actual: Society
48445, predicted: Reference, actual: Society
48506, predicted: Computers, actual: Adult
48507, predicted: Business, actual: Adult
48522, predicted: Games, actual: Adult
48589, predicted: Computers, actual: Adult
48597, predicted: Society, actual: Adult
48613, predicted: Computers, actual: Adult
48657, predicted: Recreation, actual: Adult
48717, predicted: Kids, actual: Arts
48724, predicted: Reference, actual: Arts
48731, predicted: Computers, actual: Kids
48772, predicted: Sports, actual: Arts
48792, predicted: Arts, actual: Kids
48851, predicted: Reference, actual: Arts
49037, predicted: Computers, actual: Arts
49128, predicted: Business, actual: Arts
49151, predicted: Science, actual: Arts
49253, predicted: Business, actual: Computers
49260, predicted: Arts, actual: Computers
49358, predicted: Business, actual: Games
49362, predicted: Computers, actual: Games
49390, predicted: Shopping, actual: Games
49422, predicted: Sports, actual: Games
49444, predicted: Sports, actual: Games
49490, predicted: Computers, actual: Games
49515, predicted: Sports, actual: Games
49545, predicted: Computers, actual: Health
51543, predicted: Computers, actual: Health
51555, predicted: Recreation, actual: Health
51647, predicted: Arts, actual: Health
51665, predicted: Sports, actual: Health
51694, predicted: Arts, actual: Health
51795, predicted: Computers, actual: Health
51828, predicted: Computers, actual: Health
51829, predicted: Computers, actual: Health
51923, predicted: Arts, actual: Health
51959, predicted: Computers, actual: Health
52060, predicted: Recreation, actual: Health
52069, predicted: Sports, actual: Home
52169, predicted: Sports, actual: Kids
52250, predicted: Recreation, actual: Society
52280, predicted: Kids, actual: Society
52334, predicted: Adult, actual: News
52337, predicted: Sports, actual: News
52374, predicted: Computers, actual: News
52405, predicted: Recreation, actual: News
52414, predicted: Sports, actual: News
52427, predicted: Shopping, actual: News
52449, predicted: Business, actual: Recreation
52514, predicted: Sports, actual: Recreation
52580, predicted: Business, actual: Regional
52593, predicted: Science, actual: Recreation
52650, predicted: Business, actual: Reference
58230, predicted: Business, actual: Reference
4053, predicted: Shopping, actual: Regional
37132, predicted: Society, actual: News
37290, predicted: Reference, actual: Society
37301, predicted: News, actual: Regional
38405, predicted: Science, actual: Shopping
38436, predicted: Business, actual: Shopping
38466, predicted: News, actual: Society
38496, predicted: Arts, actual: Society
38674, predicted: Shopping, actual: Society
38803, predicted: Business, actual: Society
39085, predicted: Recreation, actual: Sports
39604, predicted: Business, actual: Sports
41643, predicted: Arts, actual: Adult
43400, predicted: Arts, actual: Adult
43780, predicted: Recreation, actual: Adult
43935, predicted: Business, actual: Arts
44033, predicted: Recreation, actual: Arts
44037, predicted: Computers, actual: Arts
44105, predicted: Computers, actual: Arts
44144, predicted: Reference, actual: Arts
44145, predicted: Computers, actual: Arts
44146, predicted: Computers, actual: Arts
44171, predicted: Computers, actual: Arts
44175, predicted: Business, actual: Arts
44184, predicted: Shopping, actual: Arts
44190, predicted: Health, actual: Arts
44203, predicted: Computers, actual: Arts
44209, predicted: Business, actual: Reference
44250, predicted: Arts, actual: Kids
44290, predicted: Shopping, actual: Arts
44302, predicted: Reference, actual: Arts
